"","IDsin","codeplot","ADJ","TILE","X_sin","Y_sin","X_wgs","Ywgs","ID","alti","grad","NDVImin","NDVImax"
"1520",12376422,"MON_2330","YES","h18v04",468293,4962427,5.91762,44.62812,"h18v04_12376422",2330,"MON",0,0.192
"1523",13504812,"MOU_1810","YES","h18v04",558639,4907987,7.00049,44.13854,"h18v04_13504812",1810,"MOU",0.026,0.774
"1524",13500008,"MOU_1940","YES","h18v04",557713,4908219,6.98913,44.14062,"h18v04_13500008",1940,"MOU",0.007,0.683
"1525",13490404,"MOU_2160","YES","h18v04",556786,4908682,6.97801,44.14479,"h18v04_13490404",2160,"MOU",0.007,0.444
"1527",13476001,"MOU_2470","YES","h18v04",556091,4909377,6.97003,44.15104,"h18v04_13476001",2470,"MOU",0,0.189
"1528",13475999,"MOU_2720","YES","h18v04",555628,4909377,6.96423,44.15104,"h18v04_13475999",2720,"MOU",0,0.249
"1529",16493433,"MSB_1370","YES","h18v04",146523,4763666,1.79708,42.84062,"h18v04_16493433",1370,"MSB",0.372,0.889
"1530",16498231,"MSB_1420","YES","h18v04",146059,4763434,1.79134,42.83854,"h18v04_16498231",1420,"MSB",0.316,0.897
"1531",16507828,"MSB_1600","YES","h18v04",145364,4762971,1.7827,42.83437,"h18v04_16507828",1600,"MSB",0.065,0.847
"1532",16522228,"MSB_2000","YES","h18v04",145364,4762276,1.78252,42.82812,"h18v04_16522228",2000,"MSB",0.01,0.829
"1534",16536625,"MSB_2400","YES","h18v04",144669,4761581,1.77382,42.82187,"h18v04_16536625",2400,"MSB",0.001,0.587
"1535",11445420,"NEV_2010","YES","h18v04",514161,5007368,6.54295,45.03229,"h18v04_11445420",2010,"NEV",0,0.793
"1536",11450217,"NEV_2200","YES","h18v04",513466,5007136,6.53387,45.03021,"h18v04_11450217",2200,"NEV",0,0.808
"1537",11474215,"NEV_2350","YES","h18v04",513003,5005978,6.52679,45.01979,"h18v04_11474215",2350,"NEV",0,0.554
"1538",11483813,"NEV_2500","YES","h18v04",512540,5005515,6.52042,45.01562,"h18v04_11483813",2500,"NEV",0,0.477
"1539",11493413,"NEV_2700","YES","h18v04",512540,5005051,6.51994,45.01146,"h18v04_11493413",2700,"NEV",0,0.249
"1540",9395902,"PAI_1700","YES","h18v04",533157,5106285,6.89265,45.92187,"h18v04_9395902",1700,"PAI",0.029,0.839
"1541",9386305,"PAI_1900","YES","h18v04",533852,5106749,6.90215,45.92604,"h18v04_9386305",1900,"PAI",0.003,0.851
"1545",10034086,"PEC_0962","YES","h18v04",483119,5075475,6.2148,45.64479,"h18v04_10034086",962,"PEC",0.254,0.878
"1550",11051537,"RAC_0525","YES","h18v04",448603,5026364,5.7258,45.20312,"h18v04_11051537",525,"RAC",0.484,0.814
"1551",11032337,"RAC_0730","YES","h18v04",448603,5027290,5.72664,45.21146,"h18v04_11032337",730,"RAC",0.477,0.867
"1552",11017939,"RAC_0950","YES","h18v04",449066,5027985,5.73319,45.21771,"h18v04_11017939",950,"RAC",0.447,0.846
"1553",11550863,"RBI_1070","YES","h18v04",477791,5002272,6.07526,44.98646,"h18v04_11550863",1070,"RBI",0.019,0.82
"1554",11565262,"RBI_1310","YES","h18v04",477560,5001577,6.07166,44.98021,"h18v04_11565262",1310,"RBI",0.021,0.804
"1555",11574862,"RBI_1500","YES","h18v04",477560,5001113,6.07121,44.97604,"h18v04_11574862",1500,"RBI",0.001,0.783
"1556",11598860,"RBI_1550","YES","h18v04",477096,4999955,6.06422,44.96562,"h18v04_11598860",1550,"RBI",0.004,0.694
"1557",11627659,"RBI_1750","YES","h18v04",476865,4998565,6.05996,44.95312,"h18v04_11627659",1750,"RBI",0,0.653
"1558",11642059,"RBI_1950","YES","h18v04",476865,4997870,6.0593,44.94687,"h18v04_11642059",1950,"RBI",0,0.721
"1560",12103187,"RIS_1900","YES","h18v04",552848,4975631,7.00043,44.74687,"h18v04_12103187",1900,"RIS",0.002,0.83
"1561",12199203,"RIS_2195","YES","h18v04",556554,4970998,7.04229,44.70521,"h18v04_12199203",2195,"RIS",0,0.653
"1562",12184803,"RIS_2340","YES","h18v04",556554,4971693,7.04305,44.71146,"h18v04_12184803",2340,"RIS",0,0.485
"1563",12184807,"RIS_2570","YES","h18v04",557481,4971693,7.05478,44.71146,"h18v04_12184807",2570,"RIS",0,0.38
"1565",12175210,"RIS_2890","YES","h18v04",558176,4972156,7.06408,44.71562,"h18v04_12175210",2890,"RIS",0,0.136
"1566",10878749,"SAP_1250","YES","h18v04",451382,5034703,5.76889,45.27812,"h18v04_10878749",1250,"SAP",0.637,0.877
"1567",10864350,"SAP_1500","YES","h18v04",451614,5035398,5.77249,45.28437,"h18v04_10864350",1500,"SAP",0.485,0.865
"1568",10859552,"SAP_1690","YES","h18v04",452077,5035630,5.77863,45.28646,"h18v04_10859552",1690,"SAP",0.17,0.81
"1569",10864354,"SAP_1870","YES","h18v04",452541,5035398,5.78433,45.28437,"h18v04_10864354",1870,"SAP",0.034,0.691
"1570",10849955,"SAP_2060","YES","h18v04",452772,5036093,5.78793,45.29062,"h18v04_10849955",2060,"SAP",0.032,0.667
"1571",11089924,"SEYS_0280","YES","h18v04",445591,5024511,5.6857,45.18646,"h18v04_11089924",280,"SEYS",0.243,0.447
"1572",11104322,"SEYS_0460","YES","h18v04",445128,5023816,5.67916,45.18021,"h18v04_11104322",460,"SEYS",0.468,0.852
"1573",11118719,"SEYS_0615","YES","h18v04",444433,5023121,5.66967,45.17396,"h18v04_11118719",615,"SEYS",0.477,0.843
"1574",11147515,"SEYS_0840","YES","h18v04",443506,5021731,5.65661,45.16146,"h18v04_11147515",840,"SEYS",0.463,0.869
"1575",11161914,"SEYS_1035","YES","h18v04",443274,5021036,5.65304,45.15521,"h18v04_11161914",1035,"SEYS",0.455,0.897
"1576",11166711,"SEYS_1350","YES","h18v04",442579,5020804,5.64397,45.15312,"h18v04_11166711",1350,"SEYS",0.31,0.854
"1580",10523827,"TAN_1420","YES","h18v04",515783,5051846,6.60995,45.43229,"h18v04_10523827",1420,"TAN",0.129,0.808
"1581",10547824,"TAN_1700","YES","h18v04",515088,5050688,6.59982,45.42187,"h18v04_10547824",1700,"TAN",0.16,0.823
"1582",10557426,"TAN_1890","YES","h18v04",515551,5050224,6.60527,45.41771,"h18v04_10557426",1890,"TAN",0.028,0.767
"1584",10586226,"TAN_2300","YES","h18v04",515551,5048835,6.60381,45.40521,"h18v04_10586226",2300,"TAN",0,0.58
"1586",13529002,"TEN_1430","YES","h18v04",602654,4906829,7.55072,44.12812,"h18v04_13529002",1430,"TEN",0.45,0.783
"1587",13533797,"TEN_1670","YES","h18v04",601496,4906597,7.53594,44.12604,"h18v04_13533797",1670,"TEN",0.171,0.748
"1588",13528993,"TEN_1890","YES","h18v04",600569,4906829,7.5246,44.12812,"h18v04_13528993",1890,"TEN",0.039,0.679
"1590",13504991,"TEN_2280","YES","h18v04",600106,4907987,7.52012,44.13854,"h18v04_13504991",2280,"TEN",0.001,0.553
"1591",13500188,"TEN_2480","YES","h18v04",599411,4908219,7.51168,44.14062,"h18v04_13500188",2480,"TEN",0,0.365
"1592",12885412,"UBA_1150","YES","h18v04",512308,4937871,6.44932,44.40729,"h18v04_12885412",1150,"UBA",0.386,0.734
"1593",12899813,"UBA_1425","YES","h18v04",512540,4937176,6.45155,44.40104,"h18v04_12899813",1425,"UBA",0.514,0.799
"1594",12909413,"UBA_1630","YES","h18v04",512540,4936713,6.45109,44.39687,"h18v04_12909413",1630,"UBA",0.369,0.817
"1595",12919003,"UBA_1850","YES","h18v04",510223,4936250,6.42148,44.39271,"h18v04_12919003",1850,"UBA",0.31,0.76
"1596",12904597,"UBA_2020","YES","h18v04",508833,4936944,6.40467,44.39896,"h18v04_12904597",2020,"UBA",0.004,0.658
"1597",12933395,"UBA_2170","YES","h18v04",508370,4935555,6.39747,44.38646,"h18v04_12933395",2170,"UBA",0.004,0.597
"1598",11238972,"VAL_1860","YES","h18v04",503042,5017329,6.4115,45.12187,"h18v04_11238972",1860,"VAL",0,0.782
"1599",11229370,"VAL_2050","YES","h18v04",502578,5017793,6.40606,45.12604,"h18v04_11229370",2050,"VAL",0,0.813
"1600",11224568,"VAL_2250","YES","h18v04",502115,5018024,6.40039,45.12812,"h18v04_11224568",2250,"VAL",0,0.77
"1601",11219766,"VAL_2450","YES","h18v04",501652,5018256,6.39471,45.13021,"h18v04_11219766",2450,"VAL",0,0.632
"1602",11210162,"VAL_2710","YES","h18v04",500725,5018719,6.38337,45.13437,"h18v04_11210162",2710,"VAL",0,0.287
"1603",10912697,"VAN_1400","YES","h18v04",531999,5033082,6.79747,45.26354,"h18v04_10912697",1400,"VAN",0.257,0.699
"1604",10912695,"VAN_1630","YES","h18v04",531536,5033082,6.79155,45.26354,"h18v04_10912695",1630,"VAN",0.208,0.72
"1605",10907893,"VAN_1800","YES","h18v04",531072,5033314,6.78588,45.26562,"h18v04_10907893",1800,"VAN",0.114,0.779
"1611",11253177,"VAUL_0710","YES","h18v04",457869,5016634,5.83511,45.11562,"h18v04_11253177",710,"VAUL",0.521,0.841
"1612",11267579,"VAUL_0830","YES","h18v04",458332,5015939,5.84037,45.10937,"h18v04_11267579",830,"VAUL",0.592,0.88
"1613",11291581,"VAUL_1100","YES","h18v04",458795,5014781,5.84521,45.09896,"h18v04_11291581",1100,"VAUL",0.431,0.863
"1614",11310783,"VAUL_1290","YES","h18v04",459259,5013854,5.85026,45.09062,"h18v04_11310783",1290,"VAUL",0.369,0.805
"1615",12203708,"VCHA_1910","YES","h18v04",488216,4970766,6.17736,44.70312,"h18v04_12203708",1910,"VCHA",0.035,0.714
"1617",12179710,"VCHA_2330","YES","h18v04",488679,4971925,6.18433,44.71354,"h18v04_12179710",2330,"VCHA",0,0.3
"1618",12160511,"VCHA_2510","YES","h18v04",488911,4972851,6.18815,44.72187,"h18v04_12160511",2510,"VCHA",0,0.158
"1620",12136512,"VCHA_2940","YES","h18v04",489142,4974009,6.1922,44.73229,"h18v04_12136512",2940,"VCHA",0,0.104
"1621",12122111,"VCHA_3160","YES","h18v04",488911,4974704,6.18994,44.73854,"h18v04_12122111",3160,"VCHA",0,0.117
"1622",16732998,"VER_1200","YES","h18v04",45752,4752083,0.5602,42.73646,"h18v04_16732998",1200,"VER",0.302,0.894
"1625",16766601,"VER_1650","YES","h18v04",46447,4750461,0.56858,42.72187,"h18v04_16766601",1650,"VER",0.072,0.856
"1626",16771404,"VER_1800","YES","h18v04",47142,4750229,0.57707,42.71979,"h18v04_16771404",1800,"VER",0.017,0.823
"1627",16785805,"VER_2000","YES","h18v04",47374,4749534,0.57984,42.71354,"h18v04_16785805",2000,"VER",0,0.799
"1628",13393801,"VTN_0925","YES","h18v04",417097,4913316,5.23103,44.18646,"h18v04_13393801",925,"VTN",0.571,0.769
"1629",13393803,"VTN_1130","YES","h18v04",417561,4913316,5.23684,44.18646,"h18v04_13393803",1130,"VTN",0.571,0.782
"1630",13408206,"VTN_1340","YES","h18v04",418256,4912621,5.245,44.18021,"h18v04_13408206",1340,"VTN",0.595,0.844
"1632",13413008,"VTN_1675","YES","h18v04",418719,4912389,5.25062,44.17812,"h18v04_13413008",1675,"VTN",0.465,0.808
"1633",13413018,"VTN_1860","YES","h18v04",421035,4912389,5.27967,44.17812,"h18v04_13413018",1860,"VTN",0.171,0.629
"1634",13528206,"VTS_0660","YES","h18v04",418256,4906829,5.24037,44.12812,"h18v04_13528206",660,"VTS",0.629,0.735
"1635",13509011,"VTS_0840","YES","h18v04",419414,4907756,5.25563,44.13646,"h18v04_13509011",840,"VTS",0.671,0.773
"1636",13489814,"VTS_1040","YES","h18v04",420109,4908682,5.26508,44.14479,"h18v04_13489814",1040,"VTS",0.625,0.764
"1637",13475418,"VTS_1260","YES","h18v04",421035,4909377,5.27725,44.15104,"h18v04_13475418",1260,"VTS",0.483,0.721
"1638",13456222,"VTS_1455","YES","h18v04",421962,4910304,5.28961,44.15937,"h18v04_13456222",1455,"VTS",0.276,0.659
"1639",13441827,"VTS_1645","YES","h18v04",423120,4910999,5.30469,44.16562,"h18v04_13441827",1645,"VTS",0.109,0.355
"1643",9199068,"ANT_2040","YES","h18v04",525281,5115783,6.8013,46.00729,"h18v04_9199068",2040,"ANT",0,0.83
"1644",9218271,"ANT_2200","YES","h18v04",525976,5114857,6.80927,45.99896,"h18v04_9218271",2200,"ANT",0,0.668
"1645",9223073,"ANT_2370","YES","h18v04",526439,5114625,6.81502,45.99687,"h18v04_9223073",2370,"ANT",0,0.501
"1646",9256714,"ARG_1420","YES","h18v04",535937,5113003,6.93614,45.98229,"h18v04_9256714",1420,"ARG",0.177,0.846
"1649",9251918,"ARG_2000","YES","h18v04",536864,5113235,6.9484,45.98437,"h18v04_9251918",2000,"ARG",0.023,0.811
"1650",9256721,"ARG_2230","YES","h18v04",537559,5113003,6.95713,45.98229,"h18v04_9256721",2230,"ARG",0.002,0.768
"1652",10086889,"ARM_1520","YES","h18v04",483814,5072927,6.22119,45.62187,"h18v04_10086889",1520,"ARM",0.009,0.795
"1653",10082092,"ARM_1750","YES","h18v04",484509,5073158,6.23036,45.62396,"h18v04_10082092",1750,"ARM",0.005,0.828
"1656",13096758,"BON_1900","YES","h18v04",546130,4927678,6.86435,44.31562,"h18v04_13096758",1900,"BON",0,0.82
"1657",13077550,"BON_2100","YES","h18v04",544277,4928605,6.84203,44.32396,"h18v04_13077550",2100,"BON",0,0.858
"1658",13077547,"BON_2140","YES","h18v04",543582,4928605,6.83329,44.32396,"h18v04_13077547",2140,"BON",0,0.784
"1659",13082343,"BON_2300","YES","h18v04",542655,4928373,6.8214,44.32187,"h18v04_13082343",2300,"BON",0,0.316
"1660",13082341,"BON_2500","YES","h18v04",542192,4928373,6.81558,44.32187,"h18v04_13082341",2500,"BON",0,0.315
"1661",13077538,"BON_2650","YES","h18v04",541497,4928605,6.80708,44.32396,"h18v04_13077538",2650,"BON",0,0.286
"1662",10744462,"BOU_1240","YES","h18v04",477560,5041190,6.10974,45.33646,"h18v04_10744462",1240,"BOU",0.456,0.892
"1663",10758862,"BOU_1440","YES","h18v04",477560,5040495,6.10906,45.33021,"h18v04_10758862",1440,"BOU",0.488,0.866
"1664",10778062,"BOU_1620","YES","h18v04",477560,5039568,6.10816,45.32187,"h18v04_10778062",1620,"BOU",0.256,0.861
"1666",10797265,"BOU_2000","YES","h18v04",478255,5038642,6.11615,45.31354,"h18v04_10797265",2000,"BOU",0,0.738
"1668",11805498,"CER_1860","YES","h18v04",532230,4989994,6.75448,44.87604,"h18v04_11805498",1860,"CER",0,0.602
"1673",11353986,"CHAM_1250","YES","h18v04",459954,5011769,5.85719,45.07187,"h18v04_11353986",1250,"CHAM",0.387,0.834
"1674",11320387,"CHAM_1470","YES","h18v04",460185,5013391,5.86163,45.08646,"h18v04_11320387",1470,"CHAM",0.522,0.863
"1675",11281996,"CHAM_1710","YES","h18v04",462270,5015244,5.88991,45.10312,"h18v04_11281996",1710,"CHAM",0.274,0.79
"1676",11277199,"CHAM_1890","YES","h18v04",462965,5015476,5.89898,45.10521,"h18v04_11277199",1890,"CHAM",0.19,0.653
"1677",11258001,"CHAM_2020","YES","h18v04",463429,5016403,5.90574,45.11354,"h18v04_11258001",2020,"CHAM",0.017,0.59
"1678",11243604,"CHAM_2180","YES","h18v04",464124,5017098,5.91525,45.11979,"h18v04_11243604",2180,"CHAM",0.018,0.59
"1679",12314028,"DEV_1500","YES","h18v04",469683,4965438,5.93795,44.65521,"h18v04_12314028",1500,"DEV",0.268,0.794
"1681",12342827,"DEV_1870","YES","h18v04",469452,4964048,5.93375,44.64271,"h18v04_12342827",1870,"DEV",0,0.472
"1682",12347625,"DEV_2100","YES","h18v04",468988,4963817,5.92768,44.64062,"h18v04_12347625",2100,"DEV",0,0.487
"1683",12362021,"DEV_2340","YES","h18v04",468062,4963122,5.91533,44.63437,"h18v04_12362021",2340,"DEV",0,0.196
"1685",12386027,"DEV_2670","YES","h18v04",469452,4961963,5.93183,44.62396,"h18v04_12386027",2670,"DEV",0,0.221
"1686",11430978,"LAU_1920","YES","h18v04",504432,5008063,6.41984,45.03854,"h18v04_11430978",1920,"LAU",0,0.776
"1687",11421373,"LAU_2100","YES","h18v04",503273,5008526,6.40557,45.04271,"h18v04_11421373",2100,"LAU",0,0.791
"1688",11406973,"LAU_2300","YES","h18v04",503273,5009221,6.40627,45.04896,"h18v04_11406973",2300,"LAU",0,0.751
"1689",11397371,"LAU_2470","YES","h18v04",502810,5009685,6.40083,45.05312,"h18v04_11397371",2470,"LAU",0,0.661
"1690",11387768,"LAU_2700","YES","h18v04",502115,5010148,6.39245,45.05729,"h18v04_11387768",2700,"LAU",0,0.493
"1691",9151108,"LORI_1370","YES","h18v04",534547,5118100,6.92389,46.02812,"h18v04_9151108",1370,"LORI",0.196,0.794
"1695",9122305,"LORI_2130","YES","h18v04",533852,5119490,6.91645,46.04062,"h18v04_9122305",2130,"LORI",0,0.772
"1697",10130324,"MER_1600","YES","h18v04",538254,5070842,6.91889,45.60312,"h18v04_10130324",1600,"MER",NA,NA
"1698",10135126,"MER_1820","YES","h18v04",538717,5070610,6.92459,45.60104,"h18v04_10135126",1820,"MER",0.003,0.844
"1699",10144728,"MER_2000","YES","h18v04",539180,5070147,6.93003,45.59687,"h18v04_10144728",2000,"MER",0,0.781
"1702",10135145,"MER_2670","YES","h18v04",543118,5070610,6.98117,45.60104,"h18v04_10135145",2670,"MER",0,0.404
"1704",12424420,"MON_1500","YES","h18v04",467830,4960110,5.90964,44.60729,"h18v04_12424420",1500,"MON",0.31,0.731
"1705",12405220,"MON_1730","YES","h18v04",467830,4961037,5.91049,44.61562,"h18v04_12405220",1730,"MON",0.056,0.605
"1711",13514412,"MOU_1810","YES","h18v04",558639,4907524,7,44.13437,"h18v04_13514412",1810,"MOU",0.021,0.738
"1712",13509608,"MOU_1940","YES","h18v04",557713,4907756,6.98863,44.13646,"h18v04_13509608",1940,"MOU",0.016,0.572
"1713",13500004,"MOU_2160","YES","h18v04",556786,4908219,6.97751,44.14062,"h18v04_13500004",2160,"MOU",0.005,0.515
"1714",13495202,"MOU_2355","YES","h18v04",556323,4908451,6.97195,44.14271,"h18v04_13495202",2355,"MOU",0.003,0.471
"1716",13485599,"MOU_2720","YES","h18v04",555628,4908914,6.96374,44.14687,"h18v04_13485599",2720,"MOU",0.001,0.249
"1717",16503033,"MSB_1370","YES","h18v04",146523,4763202,1.79696,42.83646,"h18v04_16503033",1370,"MSB",0.291,0.891
"1718",16507831,"MSB_1420","YES","h18v04",146059,4762971,1.79122,42.83437,"h18v04_16507831",1420,"MSB",0.145,0.884
"1719",16517428,"MSB_1600","YES","h18v04",145364,4762507,1.78258,42.83021,"h18v04_16517428",1600,"MSB",0.018,0.842
"1721",16536627,"MSB_2200","YES","h18v04",145133,4761581,1.7795,42.82187,"h18v04_16536627",2200,"MSB",0,0.713
"1722",16546225,"MSB_2400","YES","h18v04",144669,4761117,1.7737,42.81771,"h18v04_16546225",2400,"MSB",0.002,0.59
"1723",11455020,"NEV_2010","YES","h18v04",514161,5006905,6.54248,45.02812,"h18v04_11455020",2010,"NEV",0,0.772
"1724",11459817,"NEV_2200","YES","h18v04",513466,5006673,6.5334,45.02604,"h18v04_11459817",2200,"NEV",0,0.737
"1725",11483815,"NEV_2350","YES","h18v04",513003,5005515,6.52631,45.01562,"h18v04_11483815",2350,"NEV",0,0.458
"1727",11503013,"NEV_2700","YES","h18v04",512540,5004588,6.51947,45.00729,"h18v04_11503013",2700,"NEV",0,0.191
"1728",9405502,"PAI_1700","YES","h18v04",533157,5105822,6.89213,45.91771,"h18v04_9405502",1700,"PAI",0.031,0.851
"1732",9415108,"PAI_2450","YES","h18v04",534547,5105359,6.90958,45.91354,"h18v04_9415108",2450,"PAI",0,0.274
"1736",10062887,"PEC_1578","YES","h18v04",483351,5074085,6.21639,45.63229,"h18v04_10062887",1578,"PEC",0.206,0.865
"1737",11065938,"RAC_0330","YES","h18v04",448834,5025669,5.72813,45.19687,"h18v04_11065938",330,"RAC",0.455,0.77
"1739",11041937,"RAC_0730","YES","h18v04",448603,5026827,5.72622,45.20729,"h18v04_11041937",730,"RAC",0.49,0.864
"1740",11027539,"RAC_0950","YES","h18v04",449066,5027522,5.73277,45.21354,"h18v04_11027539",950,"RAC",0.418,0.848
"1741",11560463,"RBI_1070","YES","h18v04",477791,5001808,6.07482,44.98229,"h18v04_11560463",1070,"RBI",0.032,0.88
"1743",11584462,"RBI_1500","YES","h18v04",477560,5000650,6.07077,44.97187,"h18v04_11584462",1500,"RBI",0.001,0.703
"1744",11608460,"RBI_1550","YES","h18v04",477096,4999492,6.06378,44.96146,"h18v04_11608460",1550,"RBI",0,0.724
"1745",11637259,"RBI_1750","YES","h18v04",476865,4998102,6.05952,44.94896,"h18v04_11637259",1750,"RBI",0,0.763
"1747",11656458,"RBI_2150","YES","h18v04",476633,4997175,6.0557,44.94062,"h18v04_11656458",2150,"RBI",0,0.395
"1748",12112787,"RIS_1900","YES","h18v04",552848,4975168,6.99993,44.74271,"h18v04_12112787",1900,"RIS",0.004,0.798
"1749",12208803,"RIS_2195","YES","h18v04",556554,4970535,7.04179,44.70104,"h18v04_12208803",2195,"RIS",0,0.69
"1750",12194403,"RIS_2340","YES","h18v04",556554,4971230,7.04255,44.70729,"h18v04_12194403",2340,"RIS",0,0.646
"1751",12194407,"RIS_2570","YES","h18v04",557481,4971230,7.05427,44.70729,"h18v04_12194407",2570,"RIS",0,0.451
"1752",12189609,"RIS_2770","YES","h18v04",557944,4971461,7.06039,44.70937,"h18v04_12189609",2770,"RIS",0,0.286
"1754",10888349,"SAP_1250","YES","h18v04",451382,5034240,5.76847,45.27396,"h18v04_10888349",1250,"SAP",0.538,0.848
"1755",10873950,"SAP_1500","YES","h18v04",451614,5034935,5.77207,45.28021,"h18v04_10873950",1500,"SAP",0.557,0.878
"1756",10869152,"SAP_1690","YES","h18v04",452077,5035167,5.7782,45.28229,"h18v04_10869152",1690,"SAP",0.195,0.787
"1757",10873954,"SAP_1870","YES","h18v04",452541,5034935,5.78391,45.28021,"h18v04_10873954",1870,"SAP",0.156,0.803
"1758",10859555,"SAP_2060","YES","h18v04",452772,5035630,5.78751,45.28646,"h18v04_10859555",2060,"SAP",0.024,0.495
"1759",11099524,"SEYS_0280","YES","h18v04",445591,5024047,5.68528,45.18229,"h18v04_11099524",280,"SEYS",0.448,0.789
"1760",11113922,"SEYS_0460","YES","h18v04",445128,5023352,5.67875,45.17604,"h18v04_11113922",460,"SEYS",0.458,0.8
"1761",11128319,"SEYS_0615","YES","h18v04",444433,5022657,5.66926,45.16979,"h18v04_11128319",615,"SEYS",0.481,0.822
"1762",11157115,"SEYS_0840","YES","h18v04",443506,5021267,5.6562,45.15729,"h18v04_11157115",840,"SEYS",0.45,0.895
"1763",11171514,"SEYS_1035","YES","h18v04",443274,5020572,5.65262,45.15104,"h18v04_11171514",1035,"SEYS",0.457,0.909
"1768",10533427,"TAN_1420","YES","h18v04",515783,5051383,6.60946,45.42812,"h18v04_10533427",1420,"TAN",0.2,0.843
"1769",10557424,"TAN_1700","YES","h18v04",515088,5050224,6.59934,45.41771,"h18v04_10557424",1700,"TAN",0.091,0.801
"1771",10576627,"TAN_2100","YES","h18v04",515783,5049298,6.60727,45.40937,"h18v04_10576627",2100,"TAN",0,0.715
"1773",10600626,"TAN_2480","YES","h18v04",515551,5048140,6.60308,45.39896,"h18v04_10600626",2480,"TAN",0,0.585
"1774",13538602,"TEN_1430","YES","h18v04",602654,4906366,7.55019,44.12396,"h18v04_13538602",1430,"TEN",0.378,0.814
"1775",13543397,"TEN_1670","YES","h18v04",601496,4906134,7.53541,44.12187,"h18v04_13543397",1670,"TEN",0.19,0.781
"1776",13538593,"TEN_1890","YES","h18v04",600569,4906366,7.52407,44.12396,"h18v04_13538593",1890,"TEN",0.067,0.749
"1777",13524192,"TEN_2080","YES","h18v04",600337,4907061,7.52196,44.13021,"h18v04_13524192",2080,"TEN",0.022,0.655
"1779",13509788,"TEN_2480","YES","h18v04",599411,4907756,7.51115,44.13646,"h18v04_13509788",2480,"TEN",0.005,0.588
"1780",12895012,"UBA_1150","YES","h18v04",512308,4937408,6.44886,44.40312,"h18v04_12895012",1150,"UBA",0.417,0.801
"1782",12919013,"UBA_1630","YES","h18v04",512540,4936250,6.45063,44.39271,"h18v04_12919013",1630,"UBA",0.373,0.754
"1783",12928603,"UBA_1850","YES","h18v04",510223,4935786,6.42102,44.38854,"h18v04_12928603",1850,"UBA",0.195,0.741
"1784",12914197,"UBA_2020","YES","h18v04",508833,4936481,6.40421,44.39479,"h18v04_12914197",2020,"UBA",0.039,0.763
"1785",12942995,"UBA_2170","YES","h18v04",508370,4935091,6.39701,44.38229,"h18v04_12942995",2170,"UBA",0.036,0.603
"1786",11248572,"VAL_1860","YES","h18v04",503042,5016866,6.41103,45.11771,"h18v04_11248572",1860,"VAL",0,0.725
"1787",11238970,"VAL_2050","YES","h18v04",502578,5017329,6.40559,45.12187,"h18v04_11238970",2050,"VAL",0,0.8
"1788",11234168,"VAL_2250","YES","h18v04",502115,5017561,6.39992,45.12396,"h18v04_11234168",2250,"VAL",0,0.817
"1789",11229366,"VAL_2450","YES","h18v04",501652,5017793,6.39425,45.12604,"h18v04_11229366",2450,"VAL",0,0.808
"1790",11219762,"VAL_2710","YES","h18v04",500725,5018256,6.3829,45.13021,"h18v04_11219762",2710,"VAL",0,0.599
"1791",10922297,"VAN_1400","YES","h18v04",531999,5032619,6.79697,45.25937,"h18v04_10922297",1400,"VAN",0.24,0.708
"1792",10922295,"VAN_1630","YES","h18v04",531536,5032619,6.79105,45.25937,"h18v04_10922295",1630,"VAN",0.276,0.712
"1793",10917493,"VAN_1800","YES","h18v04",531072,5032850,6.78538,45.26146,"h18v04_10917493",1800,"VAN",0.188,0.785
"1799",11262777,"VAUL_0710","YES","h18v04",457869,5016171,5.83468,45.11146,"h18v04_11262777",710,"VAUL",0.542,0.871
"1800",11277179,"VAUL_0830","YES","h18v04",458332,5015476,5.83994,45.10521,"h18v04_11277179",830,"VAUL",0.597,0.895
"1801",11301181,"VAUL_1100","YES","h18v04",458795,5014318,5.84478,45.09479,"h18v04_11301181",1100,"VAUL",0.507,0.882
"1802",11320383,"VAUL_1290","YES","h18v04",459259,5013391,5.84983,45.08646,"h18v04_11320383",1290,"VAUL",0.332,0.823
"1803",12213308,"VCHA_1910","YES","h18v04",488216,4970303,6.17691,44.69896,"h18v04_12213308",1910,"VCHA",0.05,0.777
"1804",12198909,"VCHA_2150","YES","h18v04",488447,4970998,6.18051,44.70521,"h18v04_12198909",2150,"VCHA",0.002,0.59
"1806",12170111,"VCHA_2510","YES","h18v04",488911,4972388,6.18771,44.71771,"h18v04_12170111",2510,"VCHA",0,0.192
"1807",12155713,"VCHA_2760","YES","h18v04",489374,4973083,6.19424,44.72396,"h18v04_12155713",2760,"VCHA",0,0.173
"1809",12131711,"VCHA_3160","YES","h18v04",488911,4974241,6.18949,44.73437,"h18v04_12131711",3160,"VCHA",0,0.109
"1812",16756999,"VER_1420","YES","h18v04",45984,4750924,0.56294,42.72604,"h18v04_16756999",1420,"VER",0.193,0.893
"1813",16776201,"VER_1650","YES","h18v04",46447,4749998,0.56854,42.71771,"h18v04_16776201",1650,"VER",0.008,0.857
"1814",16781004,"VER_1800","YES","h18v04",47142,4749766,0.57703,42.71562,"h18v04_16781004",1800,"VER",0.012,0.838
"1815",16795405,"VER_2000","YES","h18v04",47374,4749071,0.5798,42.70937,"h18v04_16795405",2000,"VER",0,0.624
"1816",13403401,"VTN_0925","YES","h18v04",417097,4912852,5.23066,44.18229,"h18v04_13403401",925,"VTN",0.571,0.768
