"","IDsin","codeplot","ADJ","TILE","X_sin","Y_sin","X_wgs","Ywgs","ID","alti","grad","NDVImin","NDVImax"
"1",16401402,"ASP_0830","NO","h17v04",-45984,4768299,-0.56437,42.88229,"h17v04_16401402",830,"ASP",0.527,0.884
"2",16415799,"ASP_1020","NO","h17v04",-46679,4767604,-0.57284,42.87604,"h17v04_16415799",1020,"ASP",0.414,0.882
"3",16434996,"ASP_1200","NO","h17v04",-47374,4766677,-0.58129,42.86771,"h17v04_16434996",1200,"ASP",0.266,0.895
"4",16468592,"ASP_1460","NO","h17v04",-48300,4765055,-0.59252,42.85312,"h17v04_16468592",1460,"ASP",0.287,0.87
"5",16497392,"ASP_1700","NO","h17v04",-48300,4763666,-0.5924,42.84062,"h17v04_16497392",1700,"ASP",0.01,0.711
"6",16506988,"ASP_1870","NO","h17v04",-49227,4763202,-0.60372,42.83646,"h17v04_16506988",1870,"ASP",0.006,0.721
"7",16506985,"ASP_2155","NO","h17v04",-49922,4763202,-0.61225,42.83646,"h17v04_16506985",2155,"ASP",0,0.659
"8",16444759,"CAU_1220","NO","h17v04",-9614,4766214,-0.11796,42.86354,"h17v04_16444759",1220,"CAU",0.208,0.848
"9",16459155,"CAU_1400","NO","h17v04",-10540,4765519,-0.12931,42.85729,"h17v04_16459155",1400,"CAU",0.237,0.779
"10",16487941,"CAU_1630","NO","h17v04",-13784,4764129,-0.16907,42.84479,"h17v04_16487941",1630,"CAU",0.114,0.739
"11",16535935,"CAU_1800","NO","h17v04",-15173,4761812,-0.18605,42.82396,"h17v04_16535935",1800,"CAU",0.105,0.692
"12",16550328,"CAU_2020","NO","h17v04",-16795,4761117,-0.20591,42.81771,"h17v04_16550328",2020,"CAU",0,0.626
"13",16555126,"CAU_2225","NO","h17v04",-17258,4760886,-0.21159,42.81562,"h17v04_16555126",2225,"CAU",0,0.616
"14",16559922,"CAU_2445","NO","h17v04",-18185,4760654,-0.22294,42.81354,"h17v04_16559922",2445,"CAU",0,0.431
"15",16559917,"CAU_2650","NO","h17v04",-19343,4760654,-0.23714,42.81354,"h17v04_16559917",2650,"CAU",0,0.198
"16",16396601,"ASP_0830","YES","h17v04",-46215,4768530,-0.56723,42.88437,"h17v04_16396601",830,"ASP",0.505,0.869
"17",16410998,"ASP_1020","YES","h17v04",-46910,4767835,-0.5757,42.87812,"h17v04_16410998",1020,"ASP",0.218,0.854
"18",16430195,"ASP_1200","YES","h17v04",-47605,4766909,-0.58415,42.86979,"h17v04_16430195",1200,"ASP",0.313,0.873
"19",16463791,"ASP_1460","YES","h17v04",-48532,4765287,-0.59538,42.85521,"h17v04_16463791",1460,"ASP",0.293,0.876
"20",16492591,"ASP_1700","YES","h17v04",-48532,4763897,-0.59526,42.84271,"h17v04_16492591",1700,"ASP",0.016,0.692
"21",16502187,"ASP_1870","YES","h17v04",-49459,4763434,-0.60658,42.83854,"h17v04_16502187",1870,"ASP",0.001,0.727
"22",16502184,"ASP_2155","YES","h17v04",-50154,4763434,-0.61511,42.83854,"h17v04_16502184",2155,"ASP",0.004,0.681
"23",16439958,"CAU_1220","YES","h17v04",-9845,4766445,-0.1208,42.86562,"h17v04_16439958",1220,"CAU",0.265,0.812
"24",16454354,"CAU_1400","YES","h17v04",-10772,4765750,-0.13216,42.85937,"h17v04_16454354",1400,"CAU",0.174,0.684
"25",16483140,"CAU_1630","YES","h17v04",-14015,4764360,-0.17191,42.84687,"h17v04_16483140",1630,"CAU",0.027,0.655
"26",16531134,"CAU_1800","YES","h17v04",-15405,4762044,-0.1889,42.82604,"h17v04_16531134",1800,"CAU",0.019,0.609
"27",16545527,"CAU_2020","YES","h17v04",-17027,4761349,-0.20876,42.81979,"h17v04_16545527",2020,"CAU",0,0.563
"28",16550325,"CAU_2225","YES","h17v04",-17490,4761117,-0.21443,42.81771,"h17v04_16550325",2225,"CAU",0,0.451
"29",16555121,"CAU_2445","YES","h17v04",-18417,4760886,-0.22579,42.81562,"h17v04_16555121",2445,"CAU",0,0.302
"30",16555116,"CAU_2650","YES","h17v04",-19575,4760886,-0.23999,42.81562,"h17v04_16555116",2650,"CAU",0,0.16
"31",16401401,"ASP_0830","YES","h17v04",-46215,4768299,-0.56721,42.88229,"h17v04_16401401",830,"ASP",0.477,0.892
"32",16415798,"ASP_1020","YES","h17v04",-46910,4767604,-0.57568,42.87604,"h17v04_16415798",1020,"ASP",0.346,0.872
"33",16434995,"ASP_1200","YES","h17v04",-47605,4766677,-0.58413,42.86771,"h17v04_16434995",1200,"ASP",0.287,0.883
"34",16468591,"ASP_1460","YES","h17v04",-48532,4765055,-0.59536,42.85312,"h17v04_16468591",1460,"ASP",0.223,0.839
"35",16497391,"ASP_1700","YES","h17v04",-48532,4763666,-0.59524,42.84062,"h17v04_16497391",1700,"ASP",0.01,0.631
"36",16506987,"ASP_1870","YES","h17v04",-49459,4763202,-0.60656,42.83646,"h17v04_16506987",1870,"ASP",0.001,0.686
"37",16506984,"ASP_2155","YES","h17v04",-50154,4763202,-0.61509,42.83646,"h17v04_16506984",2155,"ASP",0,0.664
"38",16444758,"CAU_1220","YES","h17v04",-9845,4766214,-0.1208,42.86354,"h17v04_16444758",1220,"CAU",0.253,0.84
"39",16459154,"CAU_1400","YES","h17v04",-10772,4765519,-0.13215,42.85729,"h17v04_16459154",1400,"CAU",0.245,0.75
"40",16487940,"CAU_1630","YES","h17v04",-14015,4764129,-0.17191,42.84479,"h17v04_16487940",1630,"CAU",0.054,0.701
"41",16535934,"CAU_1800","YES","h17v04",-15405,4761812,-0.18889,42.82396,"h17v04_16535934",1800,"CAU",0.083,0.649
"42",16550327,"CAU_2020","YES","h17v04",-17027,4761117,-0.20875,42.81771,"h17v04_16550327",2020,"CAU",0.001,0.579
"43",16555125,"CAU_2225","YES","h17v04",-17490,4760886,-0.21443,42.81562,"h17v04_16555125",2225,"CAU",0,0.571
"44",16559921,"CAU_2445","YES","h17v04",-18417,4760654,-0.22578,42.81354,"h17v04_16559921",2445,"CAU",0,0.402
"45",16559916,"CAU_2650","YES","h17v04",-19575,4760654,-0.23998,42.81354,"h17v04_16559916",2650,"CAU",0,0.214
"46",16406201,"ASP_0830","YES","h17v04",-46215,4768067,-0.56719,42.88021,"h17v04_16406201",830,"ASP",0.484,0.889
"47",16420598,"ASP_1020","YES","h17v04",-46910,4767372,-0.57566,42.87396,"h17v04_16420598",1020,"ASP",0.35,0.878
"48",16439795,"ASP_1200","YES","h17v04",-47605,4766445,-0.58411,42.86562,"h17v04_16439795",1200,"ASP",0.29,0.891
"49",16473391,"ASP_1460","YES","h17v04",-48532,4764824,-0.59534,42.85104,"h17v04_16473391",1460,"ASP",0.126,0.805
"50",16502191,"ASP_1700","YES","h17v04",-48532,4763434,-0.59522,42.83854,"h17v04_16502191",1700,"ASP",0.005,0.717
"51",16511787,"ASP_1870","YES","h17v04",-49459,4762971,-0.60654,42.83437,"h17v04_16511787",1870,"ASP",0.003,0.618
"52",16511784,"ASP_2155","YES","h17v04",-50154,4762971,-0.61507,42.83437,"h17v04_16511784",2155,"ASP",0.007,0.676
"53",16449558,"CAU_1220","YES","h17v04",-9845,4765982,-0.12079,42.86146,"h17v04_16449558",1220,"CAU",0.163,0.833
"54",16463954,"CAU_1400","YES","h17v04",-10772,4765287,-0.13215,42.85521,"h17v04_16463954",1400,"CAU",0.221,0.797
"55",16492740,"CAU_1630","YES","h17v04",-14015,4763897,-0.1719,42.84271,"h17v04_16492740",1630,"CAU",0.091,0.752
"56",16540734,"CAU_1800","YES","h17v04",-15405,4761581,-0.18889,42.82187,"h17v04_16540734",1800,"CAU",0.07,0.666
"57",16555127,"CAU_2020","YES","h17v04",-17027,4760886,-0.20875,42.81562,"h17v04_16555127",2020,"CAU",0.001,0.654
"58",16559925,"CAU_2225","YES","h17v04",-17490,4760654,-0.21442,42.81354,"h17v04_16559925",2225,"CAU",0,0.579
"59",16564721,"CAU_2445","YES","h17v04",-18417,4760422,-0.22577,42.81146,"h17v04_16564721",2445,"CAU",0,0.396
"60",16564716,"CAU_2650","YES","h17v04",-19575,4760422,-0.23997,42.81146,"h17v04_16564716",2650,"CAU",0,0.228
"61",16396603,"ASP_0830","YES","h17v04",-45752,4768530,-0.56154,42.88437,"h17v04_16396603",830,"ASP",0.572,0.84
"62",16411000,"ASP_1020","YES","h17v04",-46447,4767835,-0.57001,42.87812,"h17v04_16411000",1020,"ASP",0.463,0.859
"63",16430197,"ASP_1200","YES","h17v04",-47142,4766909,-0.57847,42.86979,"h17v04_16430197",1200,"ASP",0.29,0.899
"64",16463793,"ASP_1460","YES","h17v04",-48069,4765287,-0.5897,42.85521,"h17v04_16463793",1460,"ASP",0.304,0.891
"65",16492593,"ASP_1700","YES","h17v04",-48069,4763897,-0.58958,42.84271,"h17v04_16492593",1700,"ASP",0.068,0.852
"66",16502189,"ASP_1870","YES","h17v04",-48995,4763434,-0.6009,42.83854,"h17v04_16502189",1870,"ASP",0.004,0.737
"67",16502186,"ASP_2155","YES","h17v04",-49690,4763434,-0.60943,42.83854,"h17v04_16502186",2155,"ASP",0.001,0.719
"68",16439960,"CAU_1220","YES","h17v04",-9382,4766445,-0.11512,42.86562,"h17v04_16439960",1220,"CAU",0.228,0.808
"69",16454356,"CAU_1400","YES","h17v04",-10309,4765750,-0.12647,42.85937,"h17v04_16454356",1400,"CAU",0.244,0.791
"70",16483142,"CAU_1630","YES","h17v04",-13552,4764360,-0.16623,42.84687,"h17v04_16483142",1630,"CAU",0.072,0.716
"71",16531136,"CAU_1800","YES","h17v04",-14942,4762044,-0.18322,42.82604,"h17v04_16531136",1800,"CAU",0.086,0.686
"72",16545529,"CAU_2020","YES","h17v04",-16563,4761349,-0.20308,42.81979,"h17v04_16545529",2020,"CAU",0.001,0.69
"74",16555123,"CAU_2445","YES","h17v04",-17953,4760886,-0.22011,42.81562,"h17v04_16555123",2445,"CAU",0,0.42
"75",16555118,"CAU_2650","YES","h17v04",-19112,4760886,-0.23431,42.81562,"h17v04_16555118",2650,"CAU",0,0.124
"76",16401403,"ASP_0830","YES","h17v04",-45752,4768299,-0.56152,42.88229,"h17v04_16401403",830,"ASP",0.526,0.84
"77",16415800,"ASP_1020","YES","h17v04",-46447,4767604,-0.57,42.87604,"h17v04_16415800",1020,"ASP",0.437,0.887
"78",16434997,"ASP_1200","YES","h17v04",-47142,4766677,-0.57845,42.86771,"h17v04_16434997",1200,"ASP",0.254,0.898
"79",16468593,"ASP_1460","YES","h17v04",-48069,4765055,-0.58968,42.85312,"h17v04_16468593",1460,"ASP",0.277,0.883
"80",16497393,"ASP_1700","YES","h17v04",-48069,4763666,-0.58956,42.84062,"h17v04_16497393",1700,"ASP",0.017,0.762
"81",16506989,"ASP_1870","YES","h17v04",-48995,4763202,-0.60088,42.83646,"h17v04_16506989",1870,"ASP",0.007,0.742
"82",16506986,"ASP_2155","YES","h17v04",-49690,4763202,-0.6094,42.83646,"h17v04_16506986",2155,"ASP",0,0.665
"83",16444760,"CAU_1220","YES","h17v04",-9382,4766214,-0.11511,42.86354,"h17v04_16444760",1220,"CAU",0.219,0.848
"84",16459156,"CAU_1400","YES","h17v04",-10309,4765519,-0.12647,42.85729,"h17v04_16459156",1400,"CAU",0.198,0.805
"85",16487942,"CAU_1630","YES","h17v04",-13552,4764129,-0.16622,42.84479,"h17v04_16487942",1630,"CAU",0.093,0.738
"86",16535936,"CAU_1800","YES","h17v04",-14942,4761812,-0.18321,42.82396,"h17v04_16535936",1800,"CAU",0.111,0.732
"87",16550329,"CAU_2020","YES","h17v04",-16563,4761117,-0.20307,42.81771,"h17v04_16550329",2020,"CAU",0.002,0.678
"89",16559923,"CAU_2445","YES","h17v04",-17953,4760654,-0.2201,42.81354,"h17v04_16559923",2445,"CAU",0,0.473
"90",16559918,"CAU_2650","YES","h17v04",-19112,4760654,-0.2343,42.81354,"h17v04_16559918",2650,"CAU",0,0.186
"91",16406203,"ASP_0830","YES","h17v04",-45752,4768067,-0.5615,42.88021,"h17v04_16406203",830,"ASP",0.522,0.868
"92",16420600,"ASP_1020","YES","h17v04",-46447,4767372,-0.56998,42.87396,"h17v04_16420600",1020,"ASP",0.349,0.888
"93",16439797,"ASP_1200","YES","h17v04",-47142,4766445,-0.57843,42.86562,"h17v04_16439797",1200,"ASP",0.256,0.893
"94",16473393,"ASP_1460","YES","h17v04",-48069,4764824,-0.58966,42.85104,"h17v04_16473393",1460,"ASP",0.155,0.869
"95",16502193,"ASP_1700","YES","h17v04",-48069,4763434,-0.58954,42.83854,"h17v04_16502193",1700,"ASP",0.006,0.7
"96",16511789,"ASP_1870","YES","h17v04",-48995,4762971,-0.60086,42.83437,"h17v04_16511789",1870,"ASP",0.003,0.688
"97",16511786,"ASP_2155","YES","h17v04",-49690,4762971,-0.60938,42.83437,"h17v04_16511786",2155,"ASP",0.001,0.625
"98",16449560,"CAU_1220","YES","h17v04",-9382,4765982,-0.11511,42.86146,"h17v04_16449560",1220,"CAU",0.168,0.856
"99",16463956,"CAU_1400","YES","h17v04",-10309,4765287,-0.12647,42.85521,"h17v04_16463956",1400,"CAU",0.144,0.837
"100",16492742,"CAU_1630","YES","h17v04",-13552,4763897,-0.16622,42.84271,"h17v04_16492742",1630,"CAU",0.086,0.729
"101",16540736,"CAU_1800","YES","h17v04",-14942,4761581,-0.1832,42.82187,"h17v04_16540736",1800,"CAU",0.075,0.733
"102",16555129,"CAU_2020","YES","h17v04",-16563,4760886,-0.20307,42.81562,"h17v04_16555129",2020,"CAU",0,0.693
"103",16559927,"CAU_2225","YES","h17v04",-17027,4760654,-0.20874,42.81354,"h17v04_16559927",2225,"CAU",0.001,0.677
"104",16564723,"CAU_2445","YES","h17v04",-17953,4760422,-0.22009,42.81146,"h17v04_16564723",2445,"CAU",0,0.525
"105",16564718,"CAU_2650","YES","h17v04",-19112,4760422,-0.23429,42.81146,"h17v04_16564718",2650,"CAU",0,0.162
"106",16396602,"ASP_0830","YES","h17v04",-45984,4768530,-0.56439,42.88437,"h17v04_16396602",830,"ASP",0.591,0.848
"107",16410999,"ASP_1020","YES","h17v04",-46679,4767835,-0.57286,42.87812,"h17v04_16410999",1020,"ASP",0.382,0.855
"108",16430196,"ASP_1200","YES","h17v04",-47374,4766909,-0.58131,42.86979,"h17v04_16430196",1200,"ASP",0.281,0.882
"109",16463792,"ASP_1460","YES","h17v04",-48300,4765287,-0.59254,42.85521,"h17v04_16463792",1460,"ASP",0.368,0.882
"110",16492592,"ASP_1700","YES","h17v04",-48300,4763897,-0.59242,42.84271,"h17v04_16492592",1700,"ASP",0.051,0.818
"111",16502188,"ASP_1870","YES","h17v04",-49227,4763434,-0.60374,42.83854,"h17v04_16502188",1870,"ASP",0.001,0.734
"112",16502185,"ASP_2155","YES","h17v04",-49922,4763434,-0.61227,42.83854,"h17v04_16502185",2155,"ASP",0.001,0.696
"113",16439959,"CAU_1220","YES","h17v04",-9614,4766445,-0.11796,42.86562,"h17v04_16439959",1220,"CAU",0.281,0.815
"114",16454355,"CAU_1400","YES","h17v04",-10540,4765750,-0.12932,42.85937,"h17v04_16454355",1400,"CAU",0.224,0.729
"115",16483141,"CAU_1630","YES","h17v04",-13784,4764360,-0.16907,42.84687,"h17v04_16483141",1630,"CAU",0.077,0.708
"116",16531135,"CAU_1800","YES","h17v04",-15173,4762044,-0.18606,42.82604,"h17v04_16531135",1800,"CAU",0.068,0.654
"117",16545528,"CAU_2020","YES","h17v04",-16795,4761349,-0.20592,42.81979,"h17v04_16545528",2020,"CAU",0.006,0.649
"118",16550326,"CAU_2225","YES","h17v04",-17258,4761117,-0.21159,42.81771,"h17v04_16550326",2225,"CAU",0,0.524
"119",16555122,"CAU_2445","YES","h17v04",-18185,4760886,-0.22295,42.81562,"h17v04_16555122",2445,"CAU",0,0.339
"120",16555117,"CAU_2650","YES","h17v04",-19343,4760886,-0.23715,42.81562,"h17v04_16555117",2650,"CAU",0,0.126
"121",16406202,"ASP_0830","YES","h17v04",-45984,4768067,-0.56435,42.88021,"h17v04_16406202",830,"ASP",0.518,0.89
"122",16420599,"ASP_1020","YES","h17v04",-46679,4767372,-0.57282,42.87396,"h17v04_16420599",1020,"ASP",0.325,0.886
"123",16439796,"ASP_1200","YES","h17v04",-47374,4766445,-0.58127,42.86562,"h17v04_16439796",1200,"ASP",0.288,0.901
"124",16473392,"ASP_1460","YES","h17v04",-48300,4764824,-0.5925,42.85104,"h17v04_16473392",1460,"ASP",0.126,0.853
"125",16502192,"ASP_1700","YES","h17v04",-48300,4763434,-0.59238,42.83854,"h17v04_16502192",1700,"ASP",0.006,0.703
"126",16511788,"ASP_1870","YES","h17v04",-49227,4762971,-0.6037,42.83437,"h17v04_16511788",1870,"ASP",0.002,0.641
"127",16511785,"ASP_2155","YES","h17v04",-49922,4762971,-0.61223,42.83437,"h17v04_16511785",2155,"ASP",0.003,0.639
"128",16449559,"CAU_1220","YES","h17v04",-9614,4765982,-0.11795,42.86146,"h17v04_16449559",1220,"CAU",NA,NA
"129",16463955,"CAU_1400","YES","h17v04",-10540,4765287,-0.12931,42.85521,"h17v04_16463955",1400,"CAU",0.196,0.822
"130",16492741,"CAU_1630","YES","h17v04",-13784,4763897,-0.16906,42.84271,"h17v04_16492741",1630,"CAU",0.115,0.742
"131",16540735,"CAU_1800","YES","h17v04",-15173,4761581,-0.18604,42.82187,"h17v04_16540735",1800,"CAU",0.089,0.702
"132",16555128,"CAU_2020","YES","h17v04",-16795,4760886,-0.20591,42.81562,"h17v04_16555128",2020,"CAU",0.001,0.666
"133",16559926,"CAU_2225","YES","h17v04",-17258,4760654,-0.21158,42.81354,"h17v04_16559926",2225,"CAU",0,0.617
"134",16564722,"CAU_2445","YES","h17v04",-18185,4760422,-0.22293,42.81146,"h17v04_16564722",2445,"CAU",0,0.484
"135",16564717,"CAU_2650","YES","h17v04",-19343,4760422,-0.23713,42.81146,"h17v04_16564717",2650,"CAU",0,0.184
"136",9170266,"ANT_1400","NO","h18v04",524817,5117173,6.79684,46.01979,"h18v04_9170266",1400,"ANT",0.11,0.873
"137",9175067,"ANT_1610","NO","h18v04",525049,5116941,6.79958,46.01771,"h18v04_9175067",1610,"ANT",0.084,0.88
"138",9184667,"ANT_1750","NO","h18v04",525049,5116478,6.79907,46.01354,"h18v04_9184667",1750,"ANT",0.001,0.894
"139",9194268,"ANT_2040","NO","h18v04",525281,5116015,6.80156,46.00937,"h18v04_9194268",2040,"ANT",0,0.8
"140",9213471,"ANT_2200","NO","h18v04",525976,5115088,6.80953,46.00104,"h18v04_9213471",2200,"ANT",0,0.691
"141",9218273,"ANT_2370","NO","h18v04",526439,5114857,6.81527,45.99896,"h18v04_9218273",2370,"ANT",0,0.534
"142",9251914,"ARG_1420","NO","h18v04",535937,5113235,6.9364,45.98437,"h18v04_9251914",1420,"ARG",0.216,0.845
"143",9247115,"ARG_1620","NO","h18v04",536169,5113467,6.93966,45.98646,"h18v04_9247115",1620,"ARG",0.116,0.866
"144",9247116,"ARG_1790","NO","h18v04",536400,5113467,6.94266,45.98646,"h18v04_9247116",1790,"ARG",0.046,0.856
"145",9247118,"ARG_2000","NO","h18v04",536864,5113467,6.94866,45.98646,"h18v04_9247118",2000,"ARG",0.002,0.827
"146",9251921,"ARG_2230","NO","h18v04",537559,5113235,6.95739,45.98437,"h18v04_9251921",2230,"ARG",0,0.723
"147",9247121,"ARG_2400","NO","h18v04",537559,5113467,6.95765,45.98646,"h18v04_9247121",2400,"ARG",0,0.616
"148",10082089,"ARM_1520","NO","h18v04",483814,5073158,6.22142,45.62396,"h18v04_10082089",1520,"ARM",0.036,0.768
"149",10077292,"ARM_1750","NO","h18v04",484509,5073390,6.23059,45.62604,"h18v04_10077292",1750,"ARM",0.003,0.76
"150",10072493,"ARM_1980","NO","h18v04",484741,5073622,6.2338,45.62812,"h18v04_10072493",1980,"ARM",0.003,0.728
"151",10072494,"ARM_2140","NO","h18v04",484973,5073622,6.23678,45.62812,"h18v04_10072494",2140,"ARM",0.001,0.711
"152",13091958,"BON_1900","NO","h18v04",546130,4927910,6.86459,44.31771,"h18v04_13091958",1900,"BON",0,0.829
"153",13072750,"BON_2100","NO","h18v04",544277,4928837,6.84227,44.32604,"h18v04_13072750",2100,"BON",0,0.844
"154",13072747,"BON_2140","NO","h18v04",543582,4928837,6.83354,44.32604,"h18v04_13072747",2140,"BON",0.002,0.761
"155",13077543,"BON_2300","NO","h18v04",542655,4928605,6.82164,44.32396,"h18v04_13077543",2300,"BON",0,0.462
"156",13077541,"BON_2500","NO","h18v04",542192,4928605,6.81582,44.32396,"h18v04_13077541",2500,"BON",0,0.512
"157",13072738,"BON_2650","NO","h18v04",541497,4928837,6.80733,44.32604,"h18v04_13072738",2650,"BON",0,0.329
"158",10739662,"BOU_1240","NO","h18v04",477560,5041421,6.10996,45.33854,"h18v04_10739662",1240,"BOU",0.476,0.906
"159",10754062,"BOU_1440","NO","h18v04",477560,5040727,6.10929,45.33229,"h18v04_10754062",1440,"BOU",0.463,0.86
"160",10773262,"BOU_1620","NO","h18v04",477560,5039800,6.10839,45.32396,"h18v04_10773262",1620,"BOU",0.354,0.87
"161",10787664,"BOU_1830","NO","h18v04",478023,5039105,6.11364,45.31771,"h18v04_10787664",1830,"BOU",0.002,0.842
"162",10792465,"BOU_2000","NO","h18v04",478255,5038873,6.11638,45.31562,"h18v04_10792465",2000,"BOU",0,0.842
"163",11781498,"CER_2050","NO","h18v04",532230,4991152,6.7557,44.88646,"h18v04_11781498",2050,"CER",0,0.582
"164",11800698,"CER_1860","NO","h18v04",532230,4990225,6.75472,44.87812,"h18v04_11800698",1860,"CER",0,0.67
"165",11791097,"CER_1980","NO","h18v04",531999,4990689,6.75227,44.88229,"h18v04_11791097",1980,"CER",0,0.656
"166",11771897,"CER_2200","NO","h18v04",531999,4991615,6.75325,44.89062,"h18v04_11771897",2200,"CER",0,0.482
"167",11762296,"CER_2280","NO","h18v04",531767,4992079,6.7508,44.89479,"h18v04_11762296",2280,"CER",0,0.472
"168",11752696,"CER_2300","NO","h18v04",531767,4992542,6.75129,44.89896,"h18v04_11752696",2300,"CER",0,0.507
"169",11349186,"CHAM_1250","NO","h18v04",459954,5012001,5.8574,45.07396,"h18v04_11349186",1250,"CHAM",0.438,0.862
"170",11315587,"CHAM_1470","NO","h18v04",460185,5013623,5.86185,45.08854,"h18v04_11315587",1470,"CHAM",0.535,0.858
"171",11277196,"CHAM_1710","NO","h18v04",462270,5015476,5.89012,45.10521,"h18v04_11277196",1710,"CHAM",0.2,0.779
"172",11272399,"CHAM_1890","NO","h18v04",462965,5015708,5.89919,45.10729,"h18v04_11272399",1890,"CHAM",0.148,0.696
"173",11253201,"CHAM_2020","NO","h18v04",463429,5016634,5.90596,45.11562,"h18v04_11253201",2020,"CHAM",0.01,0.593
"174",11238804,"CHAM_2180","NO","h18v04",464124,5017329,5.91546,45.12187,"h18v04_11238804",2180,"CHAM",0.002,0.507
"175",12309228,"DEV_1500","NO","h18v04",469683,4965670,5.93817,44.65729,"h18v04_12309228",1500,"DEV",0.217,0.788
"176",12328428,"DEV_1720","NO","h18v04",469683,4964743,5.93731,44.64896,"h18v04_12328428",1720,"DEV",0,0.663
"177",12338027,"DEV_1870","NO","h18v04",469452,4964280,5.93396,44.64479,"h18v04_12338027",1870,"DEV",0,0.554
"178",12342825,"DEV_2100","NO","h18v04",468988,4964048,5.92789,44.64271,"h18v04_12342825",2100,"DEV",0,0.504
"179",12357221,"DEV_2340","NO","h18v04",468062,4963353,5.91554,44.63646,"h18v04_12357221",2340,"DEV",0,0.241
"180",12371622,"DEV_2545","NO","h18v04",468293,4962658,5.91783,44.63021,"h18v04_12371622",2545,"DEV",0,0.211
"181",12381227,"DEV_2670","NO","h18v04",469452,4962195,5.93204,44.62604,"h18v04_12381227",2670,"DEV",0.001,0.203
"182",11426178,"LAU_1920","NO","h18v04",504432,5008295,6.42007,45.04062,"h18v04_11426178",1920,"LAU",0,0.726
"183",11416573,"LAU_2100","NO","h18v04",503273,5008758,6.4058,45.04479,"h18v04_11416573",2100,"LAU",0,0.828
"184",11402173,"LAU_2300","NO","h18v04",503273,5009453,6.4065,45.05104,"h18v04_11402173",2300,"LAU",0,0.647
"185",11392571,"LAU_2470","NO","h18v04",502810,5009916,6.40107,45.05521,"h18v04_11392571",2470,"LAU",0,0.589
"186",11382968,"LAU_2700","NO","h18v04",502115,5010380,6.39269,45.05937,"h18v04_11382968",2700,"LAU",0,0.36
"187",9146308,"LORI_1370","NO","h18v04",534547,5118331,6.92415,46.03021,"h18v04_9146308",1370,"LORI",0.283,0.812
"188",9141507,"LORI_1620","NO","h18v04",534315,5118563,6.92141,46.03229,"h18v04_9141507",1620,"LORI",0.323,0.818
"189",9131906,"LORI_1800","NO","h18v04",534084,5119026,6.91893,46.03646,"h18v04_9131906",1800,"LORI",0.062,0.837
"190",9131905,"LORI_1930","NO","h18v04",533852,5119026,6.91593,46.03646,"h18v04_9131905",1930,"LORI",0.024,0.823
"191",9117505,"LORI_2130","NO","h18v04",533852,5119721,6.91671,46.04271,"h18v04_9117505",2130,"LORI",0,0.751
"192",9112704,"LORI_2330","NO","h18v04",533620,5119953,6.91397,46.04479,"h18v04_9112704",2330,"LORI",0,0.545
"193",10125524,"MER_1600","NO","h18v04",538254,5071074,6.91915,45.60521,"h18v04_10125524",1600,"MER",0.028,0.828
"194",10130326,"MER_1820","NO","h18v04",538717,5070842,6.92485,45.60312,"h18v04_10130326",1820,"MER",0.017,0.833
"195",10139928,"MER_2000","NO","h18v04",539180,5070379,6.93029,45.59896,"h18v04_10139928",2000,"MER",0,0.837
"196",10135141,"MER_2250","NO","h18v04",542192,5070610,6.96925,45.60104,"h18v04_10135141",2250,"MER",0,0.732
"197",10135142,"MER_2400","NO","h18v04",542423,5070610,6.97223,45.60104,"h18v04_10135142",2400,"MER",0,0.692
"198",10130345,"MER_2670","NO","h18v04",543118,5070842,6.98142,45.60312,"h18v04_10130345",2670,"MER",0,0.391
"199",10120746,"MER_2850","NO","h18v04",543350,5071305,6.98492,45.60729,"h18v04_10120746",2850,"MER",0,0.157
"200",12419620,"MON_1500","NO","h18v04",467830,4960342,5.90986,44.60937,"h18v04_12419620",1500,"MON",0.192,0.718
"201",12400420,"MON_1730","NO","h18v04",467830,4961268,5.9107,44.61771,"h18v04_12400420",1730,"MON",0.013,0.479
"202",12390821,"MON_1970","NO","h18v04",468062,4961732,5.91405,44.62187,"h18v04_12390821",1970,"MON",0.002,0.304
"203",12386021,"MON_2130","NO","h18v04",468062,4961963,5.91427,44.62396,"h18v04_12386021",2130,"MON",0.001,0.233
"204",12381222,"MON_2330","NO","h18v04",468293,4962195,5.91741,44.62604,"h18v04_12381222",2330,"MON",0,0.191
"207",13509612,"MOU_1810","NO","h18v04",558639,4907756,7.00024,44.13646,"h18v04_13509612",1810,"MOU",0.02,0.795
"208",13504808,"MOU_1940","NO","h18v04",557713,4907987,6.98888,44.13854,"h18v04_13504808",1940,"MOU",0.008,0.694
"209",13495204,"MOU_2160","NO","h18v04",556786,4908451,6.97776,44.14271,"h18v04_13495204",2160,"MOU",0.002,0.47
"210",13490402,"MOU_2355","NO","h18v04",556323,4908682,6.9722,44.14479,"h18v04_13490402",2355,"MOU",0.004,0.524
"211",13480801,"MOU_2470","NO","h18v04",556091,4909146,6.96979,44.14896,"h18v04_13480801",2470,"MOU",0,0.362
"212",13480799,"MOU_2720","NO","h18v04",555628,4909146,6.96398,44.14896,"h18v04_13480799",2720,"MOU",0,0.256
"213",16498233,"MSB_1370","NO","h18v04",146523,4763434,1.79702,42.83854,"h18v04_16498233",1370,"MSB",0.376,0.895
