Order	Suborder	Family	SpeciesID	Author	Body_Size	Dispersal_ability	Feeding_guild	Feeding_guild_short	Feeding_mode	Feeding_specialization	Feeding_tissue	Feeding_plant_part	Endophagous_lifestyle	Stratum_use	Stratum_use_short	Remark
Hemiptera	Heteroptera	Miridae	Hoplomachus thunbergii	(Fallen, 1807)	4.10	1	h	h	s	m	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Horistus orientalis	(Gmelin, 1790)	6.00	1	h	h	s	p	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Leptopterna dolabrata	(Linnaeus, 1758)	8.30	0.5	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Leptopterna ferrugata	(Fallen, 1807)	7.80	0.5	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Liocoris tripustulatus	(Fabricius, 1781)	4.40	1	h	h	s	m	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Lopus decolor	(Fallen, 1807)	4.30	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Lygocoris pabulinus	(Linnaeus, 1761)	5.80	1	h	h	s	p	p-r	NA	NA	h-t	u	
Hemiptera	Heteroptera	Miridae	Lygus gemellatus	(Herrich-Schäffer, 1835)	5.70	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Lygus pratensis	(Linnaeus, 1758)	6.50	1	h	h	s	p	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Lygus rugulipennis	Poppius, 1911	5.20	1	c-h	o	s	p	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Lygus wagneri	Remane, 1955	6.20	1	h	h	s	p	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Macrotylus paykullii	(Fallen, 1807)	3.20	1	h-(c)	h	s	m	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Megaloceroea recticornis	(Geoffroy, 1785)	9.00	1	h	h	s	o	m	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Megalocoleus molliculus	(Fallen, 1807)	4.50	1	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Megalocoleus tanaceti	(Fallen, 1807)	4.70	1	h	h	s	m	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Monalocoris filicis	(Linnaeus, 1758)	2.50	1	h	h	s	o	r-(m-p)	NA	NA	h	h	*
Hemiptera	Heteroptera	Miridae	Myrmecoris gracilis	(R.F. Sahlberg, 1848)	5.00	0	c-(h)	c	s	o	p-r	NA	NA	g-h	u	
Hemiptera	Heteroptera	Miridae	Notostira elongata	(Geoffroy, 1785)	7.30	0.5	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Notostira erratica	(Linnaeus, 1758)	7.60	0.5	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Orthocephalus coriaceus	(Fabricius, 1777)	4.80	0.5	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Orthocephalus saltator	(Hahn, 1835)	4.50	0.5	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Orthonotus rufifrons	(Fallen, 1807)	3.80	0.5	c-h	o	s	m	m-p-r	NA	NA	h	h	*
Hemiptera	Heteroptera	Miridae	Orthops basalis	(A. Costa, 1853)	4.60	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Orthops campestris	(Linnaeus, 1758)	4.00	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Orthops kalmii	(Linnaeus, 1758)	4.40	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Orthotylus marginalis	Reuter, 1883	6.30	1	c-h	o	s	p	m	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Phytocoris varipes	Boheman, 1852	6.50	0.75	c-h	o	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Pilophorus perplexus	Douglas & Scott, 1875	4.50	1	c-h	o	s	p	m-r	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Pinalitus rubricatus	(Fallen, 1807)	4.50	1	h	h	s	o	m	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Pithanus maerkelii	(Herrich-Schäffer, 1838)	4.50	0	h	h	s	o	p-r	NA	NA	g-(h)	u	
Hemiptera	Heteroptera	Miridae	Plagiognathus arbustorum	(Fabricius, 1794)	4.00	1	c-h	o	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Plagiognathus chrysanthemi	(Wolff, 1804)	3.60	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Plagiognathus fulvipennis	(Kirschbaum, 1856)	4.00	1	h	h	s	m	r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Polymerus microphthalmus	(Wagner, 1951)	5.10	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Polymerus nigrita	(Fallen, 1807)	4.40	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Polymerus palustris	(Reuter, 1907)	5.30	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Polymerus unifasciatus	(Fabricius, 1794)	5.90	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Psallus ambiguus	(Fallen, 1807)	4.30	1	c-h	o	s	o	m-r	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Psallus perrisi	(Mulsant & Rey, 1852)	3.60	1	c-h	o	s	m	m-r	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Psallus varians	(Herrich-Schäffer, 1841)	4.20	1	c-h	o	s	o	m-r	NA	NA	t	t	*
Hemiptera	Heteroptera	Miridae	Stenodema calcarata	(Fallen, 1807)	7.30	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Stenodema holsata	(Fabricius, 1787)	6.50	0.25	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Stenodema laevigata	(Linnaeus, 1758)	8.40	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Stenotus binotatus	(Fabricius, 1794)	6.60	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Strongylocoris leucocephalus	(Linnaeus, 1758)	4.20	1	h	h	s	p	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Strongylocoris steganoides	(J. Sahlberg, 1875)	3.60	1	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Systellonotus triguttatus	(Linnaeus, 1767)	4.00	0.5	c-h	o	s	p	m-p	NA	NA	g	g	
Hemiptera	Heteroptera	Miridae	Teratocoris antennatus	(Boheman, 1852)	4.50	0	c-h	o	s	o	m-p-r	NA	NA	g-h	u	
Hemiptera	Heteroptera	Miridae	Teratocoris paludum	J. Sahlberg, 1870	5.10	0.25	c-h	o	s	o	m-p-r	NA	NA	g-h	u	
Hemiptera	Heteroptera	Miridae	Trigonotylus caelestialium	(Kirkaldy, 1902)	5.90	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Trigonotylus ruficornis	(Geoffroy, 1785)	5.20	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Miridae	Tytthus pygmaeus	(Zetterstedt, 1838)	2.70	0.75	c	c	s	NA	NA	NA	NA	g	g	
Hemiptera	Heteroptera	Nabidae	Himacerus mirmicoides	(O. Costa, 1834)	7.80	0.25	c	c	s	NA	NA	NA	NA	(g)-(h)-t	u	
Hemiptera	Heteroptera	Nabidae	Nabis brevis	Scholtz, 1847	6.20	0.75	c	c	s	NA	NA	NA	NA	g-h	u	
Hemiptera	Heteroptera	Nabidae	Nabis ferus	(Linnaeus, 1758)	8.00	1	c	c	s	NA	NA	NA	NA	g-h	u	
Hemiptera	Heteroptera	Nabidae	Nabis flavomarginatus	Scholtz, 1847	8.60	0.25	c	c	s	NA	NA	NA	NA	h	h	
Hemiptera	Heteroptera	Nabidae	Nabis limbatus	Dahlbom, 1851	8.20	0.25	c	c	s	NA	NA	NA	NA	(g)-h	u	
Hemiptera	Heteroptera	Nabidae	Nabis pseudoferus	Remane, 1949	7.50	1	c	c	s	NA	NA	NA	NA	g-h	u	
Hemiptera	Heteroptera	Nabidae	Nabis rugosus	(Linnaeus, 1758)	6.90	0.75	c	c	s	NA	NA	NA	NA	g-h	u	
Hemiptera	Heteroptera	Pentatomidae	Aelia acuminata	(Linnaeus, 1758)	8.50	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Aelia klugii	Hahn, 1833	7.30	1	h	h	s	o	r-(m-p)	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Carpocoris fuscispinus	(Boheman, 1850)	12.20	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Carpocoris purpureipennis	(De Geer, 1773)	12.00	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Dolycoris baccarum	(Linnaeus, 1758)	11.00	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Eurydema oleracea	(Linnaeus, 1758)	6.50	1	h-(c)	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Graphosoma lineatum	(Linnaeus, 1758)	9.70	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Palomena prasina	(Linnaeus, 1761)	12.50	1	h	h	s	p	m-p-r	NA	NA	h-t	u	
Hemiptera	Heteroptera	Pentatomidae	Pentatoma rufipes	(Linnaeus, 1758)	13.50	1	c-h	o	s	o	m-p-r	NA	NA	t	t	*
Hemiptera	Heteroptera	Pentatomidae	Peribalus strictus	(Fabricius, 1803)	9.50	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Pentatomidae	Piezodorus lituratus	(Fabricius, 1794)	11.00	1	h	h	s	o	r	NA	NA	h-t	u	
Hemiptera	Heteroptera	Pentatomidae	Podops inunctus	(Fabricius, 1775)	5.70	1	h	h	s	p	m-p	NA	NA	g	g	
Hemiptera	Heteroptera	Pentatomidae	Sciocoris cursitans	(Fabricius, 1794)	5.20	1	h	h	s	p	se	NA	NA	g	g	
Hemiptera	Heteroptera	Piesmatidae	Piesma maculatum	(Laporte, 1833)	2.70	0.25	h	h	s	o	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Plataspididae	Coptosoma scutellatum	(Geoffroy, 1785)	4.10	1	h	h	s	o	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Reduviidae	Phymata crassipes	(Fabricius, 1775)	7.90	1	c	c	s	NA	NA	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Brachycarenus tigrinus	(Schilling, 1829)	6.60	1	h	h	s	p	se	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Corizus hyoscyami	(Linnaeus, 1758)	9.40	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Liorhyssus hyalinus	(Fabricius, 1794)	6.50	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Myrmus miriformis	(Fallen, 1807)	7.70	0.25	h	h	s	o	m-p-r	NA	NA	(g)-h	u	
Hemiptera	Heteroptera	Rhopalidae	Rhopalus conspersus	(Fieber, 1837)	6.50	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Rhopalus parumpunctatus	Schilling, 1829	6.80	1	h	h	s	p	r	NA	NA	(g)-h	u	
Hemiptera	Heteroptera	Rhopalidae	Rhopalus subrufus	(Gmelin, 1790)	7.10	1	h	h	s	p	r	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Stictopleurus abutilon	(Rossi, 1790)	7.80	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Stictopleurus crassicornis	(Linnaeus, 1758)	7.40	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Rhopalidae	Stictopleurus punctatonervosus	(Goeze, 1778)	7.50	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Saldidae	Chartoscirta cincta	(Herrich-Schäffer, 1841)	3.70	1	c	c	s	NA	NA	NA	NA	g	g	
Hemiptera	Heteroptera	Saldidae	Saldula opacula	(Zetterstedt, 1838)	3.80	0.5	c	c	s	NA	NA	NA	NA	g	g	*
Hemiptera	Heteroptera	Saldidae	Saldula orthochila	(Fieber, 1859)	4.00	0.25	c	c	s	NA	NA	NA	NA	g	g	*
Hemiptera	Heteroptera	Saldidae	Saldula pallipes	(Fabricius, 1794)	4.20	0.5	c	c	s	NA	NA	NA	NA	g	g	*
Hemiptera	Heteroptera	Saldidae	Saldula saltatoria	(Linnaeus, 1758)	3.90	0.25	c	c	s	NA	NA	NA	NA	g	g	*
Hemiptera	Heteroptera	Scutelleridae	Eurygaster maura	(Linnaeus, 1758)	9.70	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Scutelleridae	Eurygaster testudinaria	(Geoffroy, 1785)	9.20	1	h	h	s	o	r	NA	NA	h	h	
Hemiptera	Heteroptera	Tingidae	Acalypta nigrina	(Fallen, 1807)	2.60	0.25	h	h	s	o	m	NA	NA	g	g	
Hemiptera	Heteroptera	Tingidae	Acalypta parvula	(Fallen, 1807)	2.00	0.25	h	h	s	o	m	NA	NA	g	g	
Hemiptera	Heteroptera	Tingidae	Acalypta platycheila	(Fieber, 1844)	2.60	0.25	h	h	s	o	m	NA	NA	g	g	
Hemiptera	Heteroptera	Tingidae	Catoplatus fabricii	(Stål, 1868)	4.10	1	h	h	s	m	m-p	NA	NA	h	h	
Hemiptera	Heteroptera	Tingidae	Derephysia foliacea	(Fallen, 1807)	3.30	1	h	h	s	p	m-p-x	NA	NA	g-t	u	
Hemiptera	Heteroptera	Tingidae	Dictyla humuli	(Fabricius, 1794)	3.40	1	h	h	s	o	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Tingidae	Kalama tricornis	(Schrank, 1801)	3.10	1	h	h	s	p	x	NA	NA	g-h	u	
Hemiptera	Heteroptera	Tingidae	Lasiacantha capucina	(Germar, 1837)	2.70	0.25	h	h	s	m	m-p-x	NA	NA	h	h	
Hemiptera	Heteroptera	Tingidae	Oncochila simplex	(Herrich-Schäffer, 1830)	3.20	0.25	h	h	s	m	m-p-r	NA	NA	h	h	
Hemiptera	Heteroptera	Tingidae	Physatocheila dumetorum	(Herrich-Schäffer, 1838)	2.80	1	h	h	s	o	m	NA	NA	t	t	*
Hemiptera	Heteroptera	Tingidae	Tingis ampliata	(Herrich-Schäffer, 1838)	3.90	1	h	h	s	m	m-r	NA	NA	h	h	
Hemiptera	Heteroptera	Tingidae	Tingis cardui	(Linnaeus, 1758)	3.40	1	h	h	s	o	m-r	NA	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus albomarginatus	(De Geer, 1773)	17.00	0.75	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus apricarius	(Linneaus, 1758)	18.00	0	h	h	c	p	NA	l-se	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus biguttulus	(Linneaus, 1758)	18.00	1	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus brunneus	(Thunberg, 1815)	20.00	1	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus dorsatus	(Zetterstedt, 1821)	20.00	0.75	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus mollis	(Charpentier, 1825)	16.00	0.75	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus montanus	(Charpentier, 1825)	18.00	0	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chorthippus parallelus	(Zetterstedt, 1821)	18.00	0	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Chrysochraon dispar	(Germar, 1834)	23.00	0.25	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Euthystira brachyptera	(Ocskay, 1826)	20.00	0	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Omocestus haemorrhoidalis	(Charpentier, 1825)	14.00	0.5	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Omocestus viridulus	(Linneaus, 1758)	18.00	0.75	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Stenobothrus lineatus	(Panzer, 1796)	20.00	0.75	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Acrididae	Stethophyma grossum	(Linneaus, 1758)	26.00	0.75	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Caelifera	Tetrigidae	Tetrix bipunctata	(Linneaus, 1758)	10.00	0.5	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Tetrigidae	Tetrix subulata	(Linneaus, 1758)	10.00	1	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Tetrigidae	Tetrix tenuicornis	(Sahlberg, 1893)	9.00	0.75	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Caelifera	Tetrigidae	Tetrix undulata	(Sowerby, 1806)	10.00	0.75	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Ensifera	Conocephalidae	Conocephalus dorsalis	(Latreille, 1804)	14.00	0.25	c-h	o	c	p	NA	l-r-s	NA	h	h	
Orthoptera	Ensifera	Conocephalidae	Conocephalus fuscus	(Fabricius, 1793)	14.00	0.75	c-h	o	c	p	NA	l-s	NA	h	h	
Orthoptera	Ensifera	Gryllidae	Gryllus campestris	Linneaus, 1758	23.00	0.25	d-h	o	c	p	NA	l	NA	g	g	
Orthoptera	Ensifera	Meconematidae	Meconema thalassinum	(De Geer, 1773)	14.00	0.25	c	c	c	NA	NA	NA	NA	t	t	
Orthoptera	Ensifera	Phaneropteridae	Isophya kraussii	Brunner von Wattenwyl, 1878	21.00	0.25	h	h	c	o	NA	l	NA	h	h	
Orthoptera	Ensifera	Phaneropteridae	Leptophyes punctatissima	(Bosc, 1792)	14.00	0.25	h	h	c	p	NA	l	NA	h	h	
Orthoptera	Ensifera	Phaneropteridae	Phaneroptera falcata	(Poda, 1761)	15.00	1	h-(c)	o	c	p	NA	l-r	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Metrioptera bicolor	(Philippi, 1830)	16.00	0	h-(c)	o	c	p	NA	l-r	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Metrioptera brachyptera	(Linneaus, 1761)	15.00	0	c-h	o	c	p	NA	l	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Metrioptera roeselii	(Hagenbach, 1822)	16.00	0.25	h-(c)	o	c	p	NA	l	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Pholidoptera griseoaptera	(De Geer, 1773)	16.00	0	c-(h)	o	c	p	NA	l	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Platycleis albopunctata	(Goeze, 1778)	20.00	0.75	c-h	o	c	p	NA	l-se	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Tettigonia cantans	(Fuessly, 1775)	26.00	0	c-(h)	o	c	p	NA	l-r	NA	h	h	
Orthoptera	Ensifera	Tettigoniidae	Tettigonia viridissima	Linneaus, 1758	35.00	1	c-(h)	o	c	p	NA	l-r	NA	t	t	
