"","codeplot","ndvi.mean","GDD_1cm.sum.mean","GDD_10cm.sum.mean","CWD.sum.mean","FDD_1cm.sum.mean","FDD_10cm.sum.mean","solar.radiation.sum.mean","DSN_T_ISBA.mean","TG1.degres.mean","TG4.degres.mean","DRT.air.mean","TMeanY.mean","TMeanRngD.mean","TSeason.mean","TRngY.mean","PTotY.mean","PSeason.mean","Tmean","Pmean","Rveg","Diam_mean","NDVImin","NDVImax","PRCTMOmean","pHmean","Cmean","Nmean","Almean","Argilemean","Calcmean","Camean","Fermean","Limfinmean","Limgrosmean","mgmean","Mnmean","Phosmean","Kmean","Sablefinmean","Sablegrosmean","Namean","PHOSmean","NAGmean","LAPmean","AGmean","CBmean","BGmean","XYLmean","Milieu","Alt","X_L93","Y_L93"
"12","CHAM_2180",75.4225040735878,2075.71753887965,2444.22673313713,-36.0862122930949,-20.1893591984106,-2.35288704078966,1215647.91793786,0.772214644573803,2.91677115279845,3.46499126768056,5.37677785363606,275.37190732089,19.9909047048329,596.474410186166,38.8012209805575,788.467372341773,109.989108198958,NA,NA,NA,NA,0.00811111111111111,0.533666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","LORI_1370",204.982231201151,3547.6460776099,4077.0300430127,-25.4282332463039,-75.7267153767562,-25.464826220624,895098.046088019,0.213477597115671,4.92661416209553,5.74912504962755,7.69665277754682,280.632316671925,21.2859801915817,698.782402671379,42.7021845037287,925.215756754274,74.0711091731833,NA,NA,NA,NA,0.242857142857143,0.801142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","LORI_1620",195.689422068189,3498.1720240047,3887.31824704411,-29.3470560302972,-84.0208935570307,-25.3283321030825,1029168.65995134,0.215955913241753,4.84464169697167,5.48011984834253,6.97806324678309,279.342962809971,20.7615591106993,665.449178803204,41.5278611616655,895.569140607362,80.8216044859645,NA,NA,NA,NA,0.2664,0.8152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","LORI_1800",167.957467976795,3052.63760791832,3171.48456616056,-25.3095623254833,-85.9481883440831,-51.1715670678376,960192.441602874,0.372242554068962,4.20969860878697,4.42768872420278,6.43249543212639,277.798679178411,20.6151435323608,640.684811047345,40.6931568492543,850.015202034661,89.2944176090931,NA,NA,NA,NA,0.102833333333333,0.820166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","LORI_1930",131.004756770216,2767.94753374614,3168.60655872054,-30.2874073835918,-62.5938171192642,-21.7357422632897,1116324.0600599,0.367860934600514,3.83886621296384,4.46537396556111,5.78217045613733,277.059226667726,19.822239252396,634.259839144575,39.5803389115767,836.424327427287,93.1760149602969,NA,NA,NA,NA,0.0116,0.7992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","LORI_2130",114.297277657834,2510.87290449383,2798.85964530937,-29.2052132026185,-39.8304262293137,-13.1832047468042,1113225.86179145,0.528666040310948,3.50638122560755,3.95284324641232,5.2340221424713,275.959262352485,19.1275547902821,625.659557786698,38.3493971391158,814.29055767626,99.4050877935733,NA,NA,NA,NA,0,0.757571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","LORI_2330",82.4172855131489,2176.83617740711,2414.71379486165,-28.6814144132225,-34.9207982420601,-9.04226580258856,1158752.38251922,0.663748078135054,3.03935360820635,3.41362059077009,4.83181026919338,274.729386259467,18.8722984181854,608.913485189351,37.6528930664062,732.18565916316,109.76036711026,NA,NA,NA,NA,0,0.505857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","RIS_1900",139.240537613095,1352.83078960725,1570.74855634225,-10.6742266204016,-57.7097843523689,-35.0579214324682,360993.471906042,0.251774030601727,3.67552400872128,4.3582551558327,9.00564252776627,278.22153656204,21.5010275242133,675.344273170708,41.9727117365057,426.260985554774,100.376408625651,277.901532642928,1.04064224501108,76,31.5730769230769,0.00322222222222222,0.810666666666667,10.3153654915044,5.94833333333333,6.10584898789723,0.295385318497817,0.241333333333333,83.3333333333333,17,4.85,0.006,184.333333333333,94.3333333333333,0.862333333333333,0.0458666666666667,0.00266666666666667,0.109833333333333,198.666666666667,439.333333333333,0.0082,4404.40833333333,1157.635,163.801666666667,63.1216666666667,284.39,1493.72666666667,248.858333333333,1,1900,1016410.9285,6413181.4883
"20","RIS_2195",91.4193848448116,1117.06572593824,1318.52978723762,-12.6781102159818,-48.2458188699775,-27.8308200634913,423722.547200251,0.331580002021643,3.0332866299667,3.66297436504525,6.95071554036332,276.176224258555,19.835654105975,623.321475044742,38.9763946533203,376.886848972853,112.693029627408,276.317647267191,0.884110368128286,133,6.63,0,0.662555555555556,7.74464763041119,5.88333333333333,6.41475363572438,0.512754167119661,0.100866666666667,92.6666666666667,0,8.09,0.0027,182,110.333333333333,1.111,0.0734333333333333,0.011,0.2374,206,409,0.0525,2540.42833333333,340.483333333333,328.633333333333,58.04,414.51,2196.35,397.33,0,2195,1019971.60913,6408717.86776
"21","RIS_2340",79.1892394139449,1039.71172582488,1269.39025411579,-16.0608020335069,-42.7042317528057,-16.3526155277208,538000.156399641,0.30916748562625,2.8294846322995,3.55609236957399,6.49477588429171,274.821225046595,19.8555305943345,614.677693451969,39.0176225142045,339.652695980869,123.069432850364,275.211223915976,0.807454026482343,87,NA,0.000111111111111111,0.560888888888889,10.6076661606527,5.81428571428571,6.8876781463623,0.557867561777432,0.0610333333333333,82.6666666666667,0,6.61666666666667,0.00903333333333333,134,95.3333333333333,0.815333333333333,0.0492333333333333,0.00533333333333333,0.122,210,478,0.0293666666666667,5007.95666666667,913.808333333333,382.11,46.08,393.45,1672.78166666667,385.396666666667,0,2340,1020061.74486,6409257.57003
"22","RIS_2570",52.0012543716572,856.398036894853,1055.35734078928,-15.8013630704567,-32.1652569244682,-10.3814633288068,566712.403880836,0.401666623065855,2.33915391632462,2.96561781529029,5.95232661811191,273.443549746559,19.6413227428089,611.479803689628,38.7284906560724,304.139970409022,133.657743163103,274.072107841033,0.678358865640665,46,NA,0,0.423571428571429,5.1851967238394,5.34428571428571,3.33454277118047,0.272268655399481,1.31666666666667,99.3333333333333,0,0.861666666666667,0.0109,233.333333333333,142.333333333333,0.170966666666667,0.0117333333333333,0.0183333333333333,0.0683,169.666666666667,355.333333333333,0.0781,2034.1,250.28,108.895,28.7133333333333,334.568333333333,1346.41,375.516666666667,0,2570,1020901.70079,6409349.71461
"23","RIS_2770",27.5698046135332,689.663131094472,855.941780589736,-14.0675764596877,-48.9434160355638,-25.853673542674,534712.388359997,0.552245334079456,1.81834800455315,2.35577120162995,5.37073196001712,272.252864713793,19.2404679632806,603.073293860307,37.9579675847834,273.484450823001,141.56426855502,273.073400453362,0.611185520594255,73,NA,0,0.279857142857143,12.9731765944634,5.46428571428571,6.69608461856841,0.516756996512413,0.7635,266.5,0,9.585,0.0097,377.5,126.5,0.6635,0.0165,0.018,0.2995,104,125.5,0.02885,4968.74833333333,465.958333333333,220.94,27.7166666666667,360.508333333333,1833.17666666667,419.336666666667,0,2770,1021456.71868,6409727.60242
"24","RIS_2890",5.45771012308373,662.215649910669,846.843230070568,-15.6168483698545,-44.0261385470329,-17.7325904346454,594113.492454006,0.517665639403977,1.75440779798762,2.35299717130938,4.90001666262915,271.64713390565,18.6798764678823,593.514008805746,37.1333951083097,255.83136110009,144.6945203979,272.536184184738,0.439880127229562,41,NA,0,0.17,3.3071173946803,5.84,2.18607874711354,0.185215141624212,0.2945,57,0,2.395,0.00555,197,127.5,0.364,0.0102,0.008,0.05,152.5,466,0.0521,1265.28833333333,204.66,78.9816666666667,8.40333333333333,169.491666666667,967.665,230.015,0,2890,1021715.15244,6409869.92656
"25","VCHA_2150",99.2165403278081,1217.94103331798,1462.56222649362,-17.8011736618111,-31.966347959824,-9.21625201624345,545561.076169184,0.412917212794686,3.3657692308926,4.12456287906375,6.95460961797535,276.409699625783,19.5607113198284,621.2045938574,38.7471674138849,630.931903493087,106.230455356295,276.70593592727,1.18435193996234,73,NA,0.003625,0.5245,17.5802544132228,5.18571428571429,10.6313773790995,0.86570287744204,0.00805,290,NA,3.55,0.00805,237.5,75,0.63,0.00805,0.0285,0.375,124,273.5,0.0133,2593.81269366667,152.478363513333,246.998171766667,1.67595804,198.9587475,914.770242666667,354.687468216667,0,2150,951878.740076,6405882.65257
"26","VCHA_2330",57.9695000875345,977.731934661008,1179.05703886034,-17.1762977243266,-31.193660763912,-16.6280860688421,559241.206661251,0.605694409582911,2.68625413128691,3.29894697644647,6.14206500294531,274.693617345967,19.0631870583538,597.730318113148,37.7721224698153,537.25360794617,118.106876190816,275.331642634051,0.968679334850507,49,NA,0.000125,0.3565,12.9724808013819,5.08333333333333,8.46062533060709,0.614864945411681,0.00715,122,NA,0.506,0.00715,239.333333333333,107.666666666667,0.0853,0.00715,0.015,0.116666666666667,177,354,0.0191,2191.14985883333,43.9359379833333,124.804358588333,0.240676426833333,190.233574795,789.10988785,301.920031966667,0,2330,952017.702977,6406424.12502
"27","VCHA_2510",10.3766127218873,752.87407513441,917.009967132307,-14.8394495576457,-16.1454404751159,-3.12481227399963,523162.330986669,0.862546641441735,2.09081913860997,2.59358532080531,5.53031266707508,273.370030580661,18.6991670451639,586.799467474483,37.3319660533558,463.42284335036,131.038998804384,274.209257653747,0.968679334850507,43,NA,0,0.202222222222222,10.108428150362,5.55,2.5197603503863,0.21394931524992,0.0085,67,NA,0.215,0.0085,124,112,0.0178,0.0085,0.021,0.0274,336,361,NA,618.459602266667,48.1380775916667,75.6770413583333,1.63873394283333,62.085157122,384.100824583333,67.69053667,0,2510,952290.060521,6407310.95793
"28","VCHA_2760",11.9819666997747,863.609246770709,964.282327628593,-17.3237682990777,-40.2911298342275,-23.2552321708141,609687.763376223,0.772201255865594,2.33655812340075,2.67061353200092,5.2236568029697,272.503464719434,18.6488239569065,582.624517868039,37.2344027432528,415.060989281232,141.10128392745,273.459727316664,0.805614055388735,56,NA,0,0.20875,20.8527062022692,4.52,12.0662943522135,0.859653711318969,0.0378333333333333,208.333333333333,NA,0.407666666666667,0.0378333333333333,238.333333333333,123.333333333333,0.141733333333333,0.0378333333333333,0.032,0.0976666666666667,129.666666666667,300.333333333333,0.0341333333333333,5474.70962833333,298.693935916667,306.167036833333,13.3326919125,466.721376616667,2119.818113,818.25627675,0,2760,952878.984655,6408212.97378
"29","VCHA_2940",1.36950709486256,579.166476906536,744.085791101103,-18.0020323618525,-33.4687716200336,-15.8330380333663,655194.148014423,1.01774836654897,1.54867769818151,2.066764779088,4.47790788349352,271.407372239348,17.9393656181567,567.734591272433,35.762861772017,346.413706770004,147.063867265982,272.441247408674,0.674293300171192,33,NA,0,0.149625,13.1314180866157,4.78833333333333,8.62299410502113,0.598127206166585,0.0186,123,NA,0.697,0.0186,134.5,123.5,0.18235,0.0186,0.0155,0.11335,227,392,0.0201,3506.252556,278.336666666667,182.23910258,8.73179429216667,259.541922605,1403.33127368333,445.812181316667,0,2940,952592.111432,6408612.67992
"30","VCHA_3160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.48861101489,17.1541610981995,564.639170436728,34.7838592529297,294.694304399573,156.742515429623,271.499426171923,0.674293300171192,11,NA,0,0.116555555555556,NA,NA,NA,NA,0.0226,60,NA,0.101,0.0226,67,38,0.0422,0.0226,0.081,0.0308,134,701,NA,NA,NA,NA,NA,NA,NA,NA,0,3160,952519.424147,6409154.22769
"31","ARG_1420",197.427884271558,1764.14758369299,2044.8920848441,-12.758739008235,-38.6440837650891,-12.5808232317119,455571.679652646,0.20419694016892,4.89693975727731,5.7676532192302,7.51400329306399,280.319439124235,21.1787858277688,686.945133486833,42.4212466153232,920.073646548708,75.9540994697108,279.78979163838,2.73334079371072,26,28.5628571428571,0.154833333333333,0.830166666666667,21.3829839425237,4.05666666666667,10.4774649143219,0.388902677843968,0.0293666666666667,84.75,NA,0.0648333333333333,0.0293666666666667,240.5,184.25,0.1004,0.0293666666666667,0.046,0.0705333333333333,195.75,294.75,0.0102666666666667,5920.92666666667,634.903333333333,92.0033333333333,50.43,116.83,895.32,378.853333333333,1,1420,1004705.50295,6550296.53253
"32","ARG_1620",184.387105157528,1629.5577137196,1893.60078974143,-13.0547145376729,-33.8433721332248,-8.92740876114089,476679.770485015,0.243567636625236,4.52860107261355,5.34866026593994,6.93934562454775,279.268388971106,20.7272876227573,664.295616074611,41.4607460715554,893.313995693052,81.1574325167567,278.9496663617,2.77664786057264,39,28.4953488372093,0.0958,0.8594,25.7437512552135,4.15666666666667,13.1574578285217,0.476251358787218,0.0799333333333333,81.6666666666667,NA,0.788,0.0799333333333333,243.333333333333,188.666666666667,0.320233333333333,0.0799333333333333,0.024,0.1324,207,279.333333333333,0.0193333333333333,6223.39666666667,1123.70333333333,115.718333333333,135.388333333333,298.618333333333,1881.51666666667,472.478333333333,1,1620,1004900.53643,6550484.06023
"33","ARG_1790",170.913484103163,1446.87973672615,1668.20941285548,-12.8665158118976,-31.8488489837844,-10.3993730513996,488131.192050539,0.322437584007928,4.01582553280858,4.70482725434595,6.46153455326801,277.941373866358,20.5860782309528,643.171470843105,40.7393382679332,854.074462369072,88.3914664466152,277.955655368903,2.36594739437327,38,35.2074074074074,0.120666666666667,0.856333333333333,33.5716120594704,4.11166666666667,17.088995774587,0.720527067780492,0.06345,78,NA,1.0796,0.06345,159.5,152.25,0.3726,0.06345,0.02325,0.180325,231,379.25,0.013675,9265.60666666667,859.89,127.341666666667,60.5933333333333,84.965,1100.60166666667,541.385,0,1790,1005186.51245,6550607.25872
"34","ARG_2000",132.815064649082,1206.89068027407,1385.25275623459,-10.4181755108719,-16.0302030077968,-4.90431617360189,440313.052026332,0.554803837260317,3.37963499740171,3.9173975337128,5.4573784228818,276.581207225849,19.403326752898,631.140526915314,38.9609666304155,828.979644174336,95.772087247647,277.081492336526,2.04225414344066,47,NA,0.0146666666666667,0.804222222222222,52.6637478041639,4.05833333333333,26.8359290758768,1.01268882552782,0.0605333333333333,85.3333333333333,NA,1.245,0.0605333333333333,203.333333333333,147.666666666667,0.548633333333333,0.0605333333333333,0.1095,0.372066666666667,149.333333333333,414.333333333333,0.0199666666666667,12651.94,759.48160206,166.656666666667,87.645,0,628.486666666667,1186.80833333333,0,2000,1005537.14185,6550669.60592
"35","ARG_2230",115.791029466078,1132.70184714522,1344.92675886146,-13.9250640373691,-36.5736375811866,-19.7906693650124,558410.508337309,0.548516349068498,3.11078697244695,3.76070613634182,4.96643416775762,275.247969532426,18.9206734364167,615.388460159356,37.8218994140625,766.711822331519,104.487238127067,275.983134405034,2.04225414344066,75,NA,0.001,0.70325,20.9426266948782,4.38333333333333,11.4281119619097,0.588682958057948,0.0378,55.25,NA,0.52975,0.0378,243.25,219.5,0.189225,0.0378,0.029,0.1597,200,282,0.014925,11317.5616666667,651.075383316667,163.7,33.9366666666667,214.286666666667,316.258333333333,1204.48333333333,0,2230,1006146.70699,6550371.29957
"36","ARG_2400",91.7822835030338,946.384264366276,1138.75695591576,-13.8613201873111,-22.1141916920327,-8.71473439560172,574669.597796291,0.713470958689152,2.62305748178965,3.20703416840085,4.7551617774924,274.246928945764,18.9259008927779,602.47851681483,37.5676477605646,699.7647503779,116.413493385101,275.011757561988,NA,78,NA,0,0.571,21.30144122944,4.36166666666667,9.9863882064819,0.596310570836067,0.0265,95.6666666666667,NA,0.890333333333333,0.0265,212.333333333333,253.666666666667,0.3797,0.0265,0.04,0.209166666666667,253.333333333333,185,0.0303666666666667,8916.11333333333,549.221042683333,204.738333333333,10.26,195.74,340.561666666667,1218.10833333333,0,2400,1006190.00078,6550578.33812
"37","ARM_1520",139.152724589091,1569.48118604352,1763.80146865489,-11.8944449765222,-43.1724350011347,-24.5642417077385,394556.416727352,0.346110176052709,4.33162958242164,4.93591576274991,6.18372866588234,279.482497979036,20.8311614825096,638.826796176004,41.0477031360973,1077.7556762304,75.9157266802579,279.361791897196,2.80878891021667,81,NA,0.0332222222222222,0.782777777777778,23.7946496487513,7.21333333333333,11.37699842453,0.962311714887617,0.0300666666666667,394.666666666667,15.3333333333333,31.7666666666667,0.00186666666666667,362,134.666666666667,1.51666666666667,0.00856666666666667,0.00633333333333333,0.168,84.3333333333333,24.3333333333333,0.0963666666666667,3426.57166666667,488.413333333333,176.238333333333,52.7066666666667,307.2,1166.17833333333,205.225,0,1520,950927.546785,6507770.8787
"38","ARM_1750",128.802841636045,1506.1635868225,1737.92114102066,-16.3182749346243,-27.9231681624937,-8.40450482427685,526919.005157888,0.347415939065617,4.19521274645513,4.90832894689377,5.25583995901763,278.358058970728,20.2562264611711,593.2883531295,39.1596721302379,1041.68484029817,82.5227379798574,278.690658361404,2.33953701857693,56,NA,0.0045,0.762833333333333,9.97925458394366,5.45833333333333,4.41824650764465,0.364470844467481,1.32933333333333,281.666666666667,0,4.54,0.0098,354.333333333333,158.333333333333,0.311333333333333,0.0352666666666667,0.00266666666666667,0.0906,146,59.6666666666667,0.059,3404.49333333333,275.16,122.446666666667,36.1166666666667,190.968333333333,738.266666666667,298.493333333333,0,1750,951561.855137,6508062.60409
"39","ARM_1980",120.343839051494,1235.14417856145,1421.82054332291,-13.38980536707,-33.3439332659451,-19.5386908060039,473345.080320905,0.606947495711125,3.41068181069417,3.97964406029051,4.75425114744834,276.948002266161,19.5590649394246,577.011925115107,37.8115664395419,993.377454226766,90.3084971637854,277.605384083588,1.73773239463719,80,NA,0.0028,0.6658,13.3045303915266,6.47666666666667,6.25853411356607,0.443509598573049,0,373,0,23.3,0,342.5,149.5,0.676,0.02745,0.013,0.3825,99.5,35.5,0.0389,2534.97333333333,250.001666666667,113.368333333333,23.6816666666667,132.485,642.536666666667,141.22,0,1980,951892.982421,6508371.75336
"40","ARM_2140",113.340740538408,1141.79608805017,1349.764533684,-17.4417723959689,-19.4642089329249,-8.09900697983992,594911.574748068,0.683883594872334,3.18515239171561,3.80761630385599,4.65815286075368,276.025443840853,19.3263642777612,573.994887149546,37.4235007546165,953.102004902238,96.2400610120528,276.837654822649,1.73773239463719,55,NA,0.0025,0.671166666666667,13.027502353333,4.84333333333333,5.24633367856343,0.371132890383402,4.5275,359.5,0,2.9925,0.013525,357,158.75,0.634,0.082025,0.006,0.3515,93.5,31.25,0.036,3632.47666666667,352.225,127.996666666667,42.56,313.593333333333,1034.465,645.048333333333,0,2140,952123.383087,6508278.44492
"41","LAU_1920",112.426301952861,2796.25990552606,3325.37904876136,-33.8144344489091,-100.80932725065,-44.720589701093,1048339.99842239,0.255965988034021,3.82481377206263,4.65521711166962,7.27105254654545,277.27860353313,21.1698723830186,651.354519771755,41.2193825461648,505.642821322367,86.2777410234546,NA,NA,NA,NA,0,0.748111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","LAU_2100",109.301300047914,2382.79933319737,2811.19047191842,-31.6480476941028,-79.6873807701856,-41.7791815781438,994328.327596933,0.380254554435005,3.26808971577645,3.92976318288738,6.8119076275112,276.330597865117,20.9027393886021,626.067438512377,40.3594554554332,469.165215090114,95.7880794933051,NA,NA,NA,NA,0,0.802333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","LAU_2300",94.0304307819628,2138.87933533181,2596.12878051729,-36.0430360955519,-92.1464755026432,-45.9221047871624,1156829.54037127,0.400754095505569,2.90429069377204,3.61871432314647,6.02156952266477,275.028262695709,20.0339347872383,604.532469623698,38.8732563365589,406.328438849699,104.943356730838,NA,NA,NA,NA,0,0.687333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","LAU_2470",73.1700851461389,1706.79171862683,2082.16370478124,-32.6355439931371,-34.9902494422373,-9.10129070418759,1102552.96001052,0.594679819963352,2.37226730663448,2.94165203235907,5.6971300044419,273.924886992483,19.8561695974111,592.827340183657,38.2369273792614,358.24395946081,115.964662315572,NA,NA,NA,NA,0,0.503875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
