"","site","idsite","idplot","codeplot","idtiers","cd_nom","lb_nom","observateur_1","observateur_2","date"
"2717","Mounier",20,119,"MOU_1940","a",84306,"Asperula cynanchica","Noble","Pires","2021-06-30"
"2718","Mounier",20,119,"MOU_1940","a",84828,"Astragalus danicus","Noble","Pires","2021-06-30"
"2719","Mounier",20,119,"MOU_1940","a",132052,"Avenula pubescens subsp. laevigata","Noble","Pires","2021-06-30"
"2720","Mounier",20,119,"MOU_1940","a",86301,"Brachypodium rupestre","Noble","Pires","2021-06-30"
"2721","Mounier",20,119,"MOU_1940","a",86490,"Briza media","Noble","Pires","2021-06-30"
"2722","Mounier",20,119,"MOU_1940","a",86983,"Bunium bulbocastanum","Noble","Pires","2021-06-30"
"2723","Mounier",20,119,"MOU_1940","a",132356,"Bupleurum ranunculoides subsp. ranunculoides","Noble","Pires","2021-06-30"
"2724","Mounier",20,119,"MOU_1940","a",88415,"Carex caryophyllea","Noble","Pires","2021-06-30"
"2725","Mounier",20,119,"MOU_1940","a",88582,"Carex humilis","Noble","Pires","2021-06-30"
"2726","Mounier",20,119,"MOU_1940","a",132810,"Carex sempervirens subsp. sempervirens","Noble","Pires","2021-06-30"
"2727","Mounier",20,119,"MOU_1940","a",132843,"Carlina acaulis subsp. caulescens","Noble","Pires","2021-06-30"
"2728","Mounier",20,119,"MOU_1940","a",133087,"Cerastium arvense subsp. strictum","Noble","Pires","2021-06-30"
"2729","Mounier",20,119,"MOU_1940","a",621080,"Cirsium acaulon","Noble","Pires","2021-06-30"
"2730","Mounier",20,119,"MOU_1940","a",94793,"Dianthus pavonius","Noble","Pires","2021-06-30"
"2731","Mounier",20,119,"MOU_1940","a",97490,"Euphorbia cyparissias","Noble","Pires","2021-06-30"
"2732","Mounier",20,119,"MOU_1940","a",98319,"Festuca laevigata","Noble","Pires","2021-06-30"
"2733","Mounier",20,119,"MOU_1940","a",99487,"Galium obliquum","Noble","Pires","2021-06-30"
"2734","Mounier",20,119,"MOU_1940","a",134957,"Galium verum subsp. verum","Noble","Pires","2021-06-30"
"2735","Mounier",20,119,"MOU_1940","a",99953,"Gentiana verna","Noble","Pires","2021-06-30"
"2736","Mounier",20,119,"MOU_1940","a",99982,"Gentianella campestris","Noble","Pires","2021-06-30"
"2737","Mounier",20,119,"MOU_1940","a",100936,"Helianthemum italicum","Noble","Pires","2021-06-30"
"2738","Mounier",20,119,"MOU_1940","a",718359,"Helictochloa pratensis subsp. pratensis","Noble","Pires","2021-06-30"
"2739","Mounier",20,119,"MOU_1940","a",135265,"Helictotrichon sedenense subsp. sedenense","Noble","Pires","2021-06-30"
"2740","Mounier",20,119,"MOU_1940","a",102842,"Hippocrepis comosa","Noble","Pires","2021-06-30"
"2741","Mounier",20,119,"MOU_1940","a",104665,"Koeleria pyramidata","Noble","Pires","2021-06-30"
"2742","Mounier",20,119,"MOU_1940","a",106288,"Linum catharticum","Noble","Pires","2021-06-30"
"2743","Mounier",20,119,"MOU_1940","a",137440,"Lotus corniculatus subsp. corniculatus","Noble","Pires","2021-06-30"
"2744","Mounier",20,119,"MOU_1940","a",106818,"Luzula campestris","Noble","Pires","2021-06-30"
"2745","Mounier",20,119,"MOU_1940","a",106853,"Luzula pediformis","Noble","Pires","2021-06-30"
"2746","Mounier",20,119,"MOU_1940","a",108621,"Minuartia verna","Noble","Pires","2021-06-30"
"2747","Mounier",20,119,"MOU_1940","a",110124,"Onobrychis montana","Noble","Pires","2021-06-30"
"2748","Mounier",20,119,"MOU_1940","a",138908,"Plantago maritima subsp. serpentina","Noble","Pires","2021-06-30"
"2749","Mounier",20,119,"MOU_1940","a",113906,"Plantago media","Noble","Pires","2021-06-30"
"2750","Mounier",20,119,"MOU_1940","a",114105,"Poa alpina","Noble","Pires","2021-06-30"
"2751","Mounier",20,119,"MOU_1940","a",114289,"Poa molinerii","Noble","Pires","2021-06-30"
"2752","Mounier",20,119,"MOU_1940","a",115694,"Potentilla verna","Noble","Pires","2021-06-30"
"2753","Mounier",20,119,"MOU_1940","a",718756,"Primula veris var. columnae","Noble","Pires","2021-06-30"
"2754","Mounier",20,119,"MOU_1940","a",115993,"Prunella grandiflora","Noble","Pires","2021-06-30"
"2755","Mounier",20,119,"MOU_1940","a",122419,"Sempervivum arachnoideum","Noble","Pires","2021-06-30"
"2756","Mounier",20,119,"MOU_1940","a",613604,"Sempervivum montanum var. burnatii","Noble","Pires","2021-06-30"
"2757","Mounier",20,119,"MOU_1940","a",126563,"Thymus polytrichus","Noble","Pires","2021-06-30"
"2758","Mounier",20,119,"MOU_1940","a",127395,"Trifolium montanum","Noble","Pires","2021-06-30"
"2759","Mounier",20,119,"MOU_1940","a",152216,"Trifolium pratense var. villosum","Noble","Pires","2021-06-30"
"2760","Mounier",20,119,"MOU_1940","a",127595,"Trinia glauca","Noble","Pires","2021-06-30"
"2761","Mounier",20,119,"MOU_1940","a",128446,"Valeriana tuberosa","Noble","Pires","2021-06-30"
"2762","Mounier",20,119,"MOU_1940","a",128787,"Veronica allionii","Noble","Pires","2021-06-30"
"2763","Mounier",20,119,"MOU_1940","b",79908,"Achillea millefolium","Noble","Pires","2021-06-30"
"2764","Mounier",20,119,"MOU_1940","b",80591,"Agrostis capillaris","Noble","Pires","2021-06-30"
"2765","Mounier",20,119,"MOU_1940","b",188940,"Alchemilla","Noble","Pires","2021-06-30"
"2766","Mounier",20,119,"MOU_1940","b",82922,"Anthoxanthum odoratum","Noble","Pires","2021-06-30"
"2767","Mounier",20,119,"MOU_1940","b",83653,"Arenaria serpyllifolia","Noble","Pires","2021-06-30"
"2768","Mounier",20,119,"MOU_1940","b",84828,"Astragalus danicus","Noble","Pires","2021-06-30"
"2769","Mounier",20,119,"MOU_1940","b",132052,"Avenula pubescens subsp. laevigata","Noble","Pires","2021-06-30"
"2770","Mounier",20,119,"MOU_1940","b",86301,"Brachypodium rupestre","Noble","Pires","2021-06-30"
"2771","Mounier",20,119,"MOU_1940","b",86490,"Briza media","Noble","Pires","2021-06-30"
"2772","Mounier",20,119,"MOU_1940","b",86512,"Bromopsis erecta","Noble","Pires","2021-06-30"
"2773","Mounier",20,119,"MOU_1940","b",132356,"Bupleurum ranunculoides subsp. ranunculoides","Noble","Pires","2021-06-30"
"2774","Mounier",20,119,"MOU_1940","b",88415,"Carex caryophyllea","Noble","Pires","2021-06-30"
"2775","Mounier",20,119,"MOU_1940","b",132810,"Carex sempervirens subsp. sempervirens","Noble","Pires","2021-06-30"
"2776","Mounier",20,119,"MOU_1940","b",132843,"Carlina acaulis subsp. caulescens","Noble","Pires","2021-06-30"
"2777","Mounier",20,119,"MOU_1940","b",133087,"Cerastium arvense subsp. strictum","Noble","Pires","2021-06-30"
"2778","Mounier",20,119,"MOU_1940","b",621080,"Cirsium acaulon","Noble","Pires","2021-06-30"
"2779","Mounier",20,119,"MOU_1940","b",92127,"Colchicum autumnale","Noble","Pires","2021-06-30"
"2780","Mounier",20,119,"MOU_1940","b",94793,"Dianthus pavonius","Noble","Pires","2021-06-30"
"2781","Mounier",20,119,"MOU_1940","b",97490,"Euphorbia cyparissias","Noble","Pires","2021-06-30"
"2782","Mounier",20,119,"MOU_1940","b",98319,"Festuca laevigata","Noble","Pires","2021-06-30"
"2783","Mounier",20,119,"MOU_1940","b",134957,"Galium verum subsp. verum","Noble","Pires","2021-06-30"
"2784","Mounier",20,119,"MOU_1940","b",99953,"Gentiana verna","Noble","Pires","2021-06-30"
"2785","Mounier",20,119,"MOU_1940","b",99982,"Gentianella campestris","Noble","Pires","2021-06-30"
"2786","Mounier",20,119,"MOU_1940","b",100936,"Helianthemum italicum","Noble","Pires","2021-06-30"
"2787","Mounier",20,119,"MOU_1940","b",100956,"Helianthemum nummularium","Noble","Pires","2021-06-30"
"2788","Mounier",20,119,"MOU_1940","b",718359,"Helictochloa pratensis subsp. pratensis","Noble","Pires","2021-06-30"
"2789","Mounier",20,119,"MOU_1940","b",135265,"Helictotrichon sedenense subsp. sedenense","Noble","Pires","2021-06-30"
"2790","Mounier",20,119,"MOU_1940","b",102842,"Hippocrepis comosa","Noble","Pires","2021-06-30"
"2791","Mounier",20,119,"MOU_1940","b",104665,"Koeleria pyramidata","Noble","Pires","2021-06-30"
"2792","Mounier",20,119,"MOU_1940","b",106288,"Linum catharticum","Noble","Pires","2021-06-30"
"2793","Mounier",20,119,"MOU_1940","b",137440,"Lotus corniculatus subsp. corniculatus","Noble","Pires","2021-06-30"
"2794","Mounier",20,119,"MOU_1940","b",106818,"Luzula campestris","Noble","Pires","2021-06-30"
"2795","Mounier",20,119,"MOU_1940","b",106853,"Luzula pediformis","Noble","Pires","2021-06-30"
"2796","Mounier",20,119,"MOU_1940","b",109102,"Myosotis stricta","Noble","Pires","2021-06-30"
"2797","Mounier",20,119,"MOU_1940","b",110124,"Onobrychis montana","Noble","Pires","2021-06-30"
"2798","Mounier",20,119,"MOU_1940","b",138908,"Plantago maritima subsp. serpentina","Noble","Pires","2021-06-30"
"2799","Mounier",20,119,"MOU_1940","b",113906,"Plantago media","Noble","Pires","2021-06-30"
"2800","Mounier",20,119,"MOU_1940","b",115694,"Potentilla verna","Noble","Pires","2021-06-30"
"2801","Mounier",20,119,"MOU_1940","b",718756,"Primula veris var. columnae","Noble","Pires","2021-06-30"
"2802","Mounier",20,119,"MOU_1940","b",115993,"Prunella grandiflora","Noble","Pires","2021-06-30"
"2803","Mounier",20,119,"MOU_1940","b",117231,"Ranunculus serpens","Noble","Pires","2021-06-30"
"2804","Mounier",20,119,"MOU_1940","b",126563,"Thymus polytrichus","Noble","Pires","2021-06-30"
"2805","Mounier",20,119,"MOU_1940","b",127395,"Trifolium montanum","Noble","Pires","2021-06-30"
"2806","Mounier",20,119,"MOU_1940","b",152216,"Trifolium pratense var. villosum","Noble","Pires","2021-06-30"
"2807","Mounier",20,119,"MOU_1940","b",127595,"Trinia glauca","Noble","Pires","2021-06-30"
"2808","Mounier",20,119,"MOU_1940","b",128446,"Valeriana tuberosa","Noble","Pires","2021-06-30"
"2809","Mounier",20,119,"MOU_1940","b",128787,"Veronica allionii","Noble","Pires","2021-06-30"
"2810","Mounier",20,119,"MOU_1940","c",79908,"Achillea millefolium","Noble","Pires","2021-06-30"
"2811","Mounier",20,119,"MOU_1940","c",131467,"Anthyllis vulneraria subsp. alpestris","Noble","Pires","2021-06-30"
"2812","Mounier",20,119,"MOU_1940","c",83332,"Arabis hirsuta","Noble","Pires","2021-06-30"
"2813","Mounier",20,119,"MOU_1940","c",83653,"Arenaria serpyllifolia","Noble","Pires","2021-06-30"
"2814","Mounier",20,119,"MOU_1940","c",84306,"Asperula cynanchica","Noble","Pires","2021-06-30"
"2815","Mounier",20,119,"MOU_1940","c",84828,"Astragalus danicus","Noble","Pires","2021-06-30"
"2816","Mounier",20,119,"MOU_1940","c",132052,"Avenula pubescens subsp. laevigata","Noble","Pires","2021-06-30"
"2817","Mounier",20,119,"MOU_1940","c",86301,"Brachypodium rupestre","Noble","Pires","2021-06-30"
"2818","Mounier",20,119,"MOU_1940","c",86490,"Briza media","Noble","Pires","2021-06-30"
"2819","Mounier",20,119,"MOU_1940","c",86983,"Bunium bulbocastanum","Noble","Pires","2021-06-30"
"2820","Mounier",20,119,"MOU_1940","c",88415,"Carex caryophyllea","Noble","Pires","2021-06-30"
"2821","Mounier",20,119,"MOU_1940","c",132810,"Carex sempervirens subsp. sempervirens","Noble","Pires","2021-06-30"
"2822","Mounier",20,119,"MOU_1940","c",621080,"Cirsium acaulon","Noble","Pires","2021-06-30"
"2823","Mounier",20,119,"MOU_1940","c",97490,"Euphorbia cyparissias","Noble","Pires","2021-06-30"
"2824","Mounier",20,119,"MOU_1940","c",98319,"Festuca laevigata","Noble","Pires","2021-06-30"
"2825","Mounier",20,119,"MOU_1940","c",99487,"Galium obliquum","Noble","Pires","2021-06-30"
"2826","Mounier",20,119,"MOU_1940","c",134957,"Galium verum subsp. verum","Noble","Pires","2021-06-30"
"2827","Mounier",20,119,"MOU_1940","c",718359,"Helictochloa pratensis subsp. pratensis","Noble","Pires","2021-06-30"
"2828","Mounier",20,119,"MOU_1940","c",135265,"Helictotrichon sedenense subsp. sedenense","Noble","Pires","2021-06-30"
"2829","Mounier",20,119,"MOU_1940","c",102842,"Hippocrepis comosa","Noble","Pires","2021-06-30"
"2830","Mounier",20,119,"MOU_1940","c",104665,"Koeleria pyramidata","Noble","Pires","2021-06-30"
"2831","Mounier",20,119,"MOU_1940","c",106288,"Linum catharticum","Noble","Pires","2021-06-30"
"2832","Mounier",20,119,"MOU_1940","c",137440,"Lotus corniculatus subsp. corniculatus","Noble","Pires","2021-06-30"
"2833","Mounier",20,119,"MOU_1940","c",106853,"Luzula pediformis","Noble","Pires","2021-06-30"
"2834","Mounier",20,119,"MOU_1940","c",107649,"Medicago lupulina","Noble","Pires","2021-06-30"
"2835","Mounier",20,119,"MOU_1940","c",110124,"Onobrychis montana","Noble","Pires","2021-06-30"
"2836","Mounier",20,119,"MOU_1940","c",195535,"Ornithogalum","Noble","Pires","2021-06-30"
"2837","Mounier",20,119,"MOU_1940","c",718756,"Primula veris var. columnae","Noble","Pires","2021-06-30"
"2838","Mounier",20,119,"MOU_1940","c",115993,"Prunella grandiflora","Noble","Pires","2021-06-30"
"2839","Mounier",20,119,"MOU_1940","c",613604,"Sempervivum montanum var. burnatii","Noble","Pires","2021-06-30"
"2840","Mounier",20,119,"MOU_1940","c",126563,"Thymus polytrichus","Noble","Pires","2021-06-30"
"2841","Mounier",20,119,"MOU_1940","c",127395,"Trifolium montanum","Noble","Pires","2021-06-30"
"2842","Mounier",20,119,"MOU_1940","c",152216,"Trifolium pratense var. villosum","Noble","Pires","2021-06-30"
"2843","Mounier",20,119,"MOU_1940","c",128446,"Valeriana tuberosa","Noble","Pires","2021-06-30"
"2844","Mounier",20,119,"MOU_1940","c",128794,"Veronica angustifolia","Noble","Pires","2021-06-30"
"2845","Mounier",20,120,"MOU_2160","a",80564,"Agrostis alpina","Senn","","2019-07-16"
"2846","Mounier",20,120,"MOU_2160","a",82796,"Antennaria dioica","Senn","","2019-07-16"
"2847","Mounier",20,120,"MOU_2160","a",82999,"Anthyllis vulneraria","Senn","","2019-07-16"
"2848","Mounier",20,120,"MOU_2160","a",83653,"Arenaria serpyllifolia","Senn","","2019-07-16"
"2849","Mounier",20,120,"MOU_2160","a",84897,"Astragalus sempervirens","Senn","","2019-07-16"
"2850","Mounier",20,120,"MOU_2160","a",85439,"Avenula pubescens","Senn","","2019-07-16"
"2851","Mounier",20,120,"MOU_2160","a",86045,"Biscutella laevigata","Senn","","2019-07-16"
"2852","Mounier",20,120,"MOU_2160","a",86490,"Briza media","Senn","","2019-07-16"
"2853","Mounier",20,120,"MOU_2160","a",132522,"Campanula scheuchzeri subsp. scheuchzeri","Senn","","2019-07-16"
"2854","Mounier",20,120,"MOU_2160","a",132592,"Carduus defloratus subsp. carlinifolius","Senn","","2019-07-16"
"2855","Mounier",20,120,"MOU_2160","a",88415,"Carex caryophyllea","Senn","","2019-07-16"
"2856","Mounier",20,120,"MOU_2160","a",132843,"Carlina acaulis subsp. caulescens","Senn","","2019-07-16"
"2857","Mounier",20,120,"MOU_2160","a",91900,"Clinopodium alpinum","Senn","","2019-07-16"
"2858","Mounier",20,120,"MOU_2160","a",97258,"Erysimum rhaeticum","Senn","","2019-07-16"
"2859","Mounier",20,120,"MOU_2160","a",97490,"Euphorbia cyparissias","Senn","","2019-07-16"
"2860","Mounier",20,120,"MOU_2160","a",97804,"Euphrasia salisburgensis","Senn","","2019-07-16"
"2861","Mounier",20,120,"MOU_2160","a",98319,"Festuca laevigata","Senn","","2019-07-16"
"2862","Mounier",20,120,"MOU_2160","a",98607,"Festuca violacea","Senn","","2019-07-16"
"2863","Mounier",20,120,"MOU_2160","a",99487,"Galium obliquum","Senn","","2019-07-16"
"2864","Mounier",20,120,"MOU_2160","a",99982,"Gentianella campestris","Senn","","2019-07-16"
"2865","Mounier",20,120,"MOU_2160","a",100340,"Globularia cordifolia","Senn","","2019-07-16"
"2866","Mounier",20,120,"MOU_2160","a",100936,"Helianthemum italicum","Senn","","2019-07-16"
"2867","Mounier",20,120,"MOU_2160","a",101121,"Helictotrichon sedenense","Senn","","2019-07-16"
"2868","Mounier",20,120,"MOU_2160","a",102350,"Hieracium piliferum","Senn","","2019-07-16"
"2869","Mounier",20,120,"MOU_2160","a",717254,"Hieracium pseudocirritum","Senn","","2019-07-16"
"2870","Mounier",20,120,"MOU_2160","a",102842,"Hippocrepis comosa","Senn","","2019-07-16"
"2871","Mounier",20,120,"MOU_2160","a",136974,"Juniperus communis subsp. nana","Senn","","2019-07-16"
"2872","Mounier",20,120,"MOU_2160","a",137044,"Koeleria vallesiana subsp. vallesiana","Senn","","2019-07-16"
"2873","Mounier",20,120,"MOU_2160","a",105042,"Larix decidua","Senn","","2019-07-16"
"2874","Mounier",20,120,"MOU_2160","a",137438,"Lotus corniculatus subsp. alpinus","Senn","","2019-07-16"
"2875","Mounier",20,120,"MOU_2160","a",108621,"Minuartia verna","Senn","","2019-07-16"
"2876","Mounier",20,120,"MOU_2160","a",138908,"Plantago maritima subsp. serpentina","Senn","","2019-07-16"
"2877","Mounier",20,120,"MOU_2160","a",114105,"Poa alpina","Senn","","2019-07-16"
"2878","Mounier",20,120,"MOU_2160","a",121139,"Saxifraga paniculata","Senn","","2019-07-16"
"2879","Mounier",20,120,"MOU_2160","a",123071,"Sesleria caerulea","Senn","","2019-07-16"
"2880","Mounier",20,120,"MOU_2160","a",124306,"Sorbus aria","Senn","","2019-07-16"
"2881","Mounier",20,120,"MOU_2160","a",126563,"Thymus polytrichus","Senn","","2019-07-16"
"2882","Mounier",20,120,"MOU_2160","a",127395,"Trifolium montanum","Senn","","2019-07-16"
"2883","Mounier",20,120,"MOU_2160","a",127595,"Trinia glauca","Senn","","2019-07-16"
"2884","Mounier",20,120,"MOU_2160","b",80564,"Agrostis alpina","Senn","","2019-07-16"
"2885","Mounier",20,120,"MOU_2160","b",82999,"Anthyllis vulneraria","Senn","","2019-07-16"
"2886","Mounier",20,120,"MOU_2160","b",83653,"Arenaria serpyllifolia","Senn","","2019-07-16"
"2887","Mounier",20,120,"MOU_2160","b",85439,"Avenula pubescens","Senn","","2019-07-16"
"2888","Mounier",20,120,"MOU_2160","b",86045,"Biscutella laevigata","Senn","","2019-07-16"
"2889","Mounier",20,120,"MOU_2160","b",132522,"Campanula scheuchzeri subsp. scheuchzeri","Senn","","2019-07-16"
"2890","Mounier",20,120,"MOU_2160","b",132592,"Carduus defloratus subsp. carlinifolius","Senn","","2019-07-16"
"2891","Mounier",20,120,"MOU_2160","b",88415,"Carex caryophyllea","Senn","","2019-07-16"
"2892","Mounier",20,120,"MOU_2160","b",132810,"Carex sempervirens subsp. sempervirens","Senn","","2019-07-16"
"2893","Mounier",20,120,"MOU_2160","b",132843,"Carlina acaulis subsp. caulescens","Senn","","2019-07-16"
"2894","Mounier",20,120,"MOU_2160","b",91900,"Clinopodium alpinum","Senn","","2019-07-16"
"2895","Mounier",20,120,"MOU_2160","b",94793,"Dianthus pavonius","Senn","","2019-07-16"
"2896","Mounier",20,120,"MOU_2160","b",97258,"Erysimum rhaeticum","Senn","","2019-07-16"
"2897","Mounier",20,120,"MOU_2160","b",97490,"Euphorbia cyparissias","Senn","","2019-07-16"
"2898","Mounier",20,120,"MOU_2160","b",97804,"Euphrasia salisburgensis","Senn","","2019-07-16"
"2899","Mounier",20,120,"MOU_2160","b",98319,"Festuca laevigata","Senn","","2019-07-16"
"2900","Mounier",20,120,"MOU_2160","b",99487,"Galium obliquum","Senn","","2019-07-16"
"2901","Mounier",20,120,"MOU_2160","b",100340,"Globularia cordifolia","Senn","","2019-07-16"
"2902","Mounier",20,120,"MOU_2160","b",100936,"Helianthemum italicum","Senn","","2019-07-16"
"2903","Mounier",20,120,"MOU_2160","b",101121,"Helictotrichon sedenense","Senn","","2019-07-16"
"2904","Mounier",20,120,"MOU_2160","b",102350,"Hieracium piliferum","Senn","","2019-07-16"
"2905","Mounier",20,120,"MOU_2160","b",717254,"Hieracium pseudocirritum","Senn","","2019-07-16"
"2906","Mounier",20,120,"MOU_2160","b",102842,"Hippocrepis comosa","Senn","","2019-07-16"
"2907","Mounier",20,120,"MOU_2160","b",136974,"Juniperus communis subsp. nana","Senn","","2019-07-16"
"2908","Mounier",20,120,"MOU_2160","b",137044,"Koeleria vallesiana subsp. vallesiana","Senn","","2019-07-16"
"2909","Mounier",20,120,"MOU_2160","b",137438,"Lotus corniculatus subsp. alpinus","Senn","","2019-07-16"
"2910","Mounier",20,120,"MOU_2160","b",108621,"Minuartia verna","Senn","","2019-07-16"
"2911","Mounier",20,120,"MOU_2160","b",113389,"Phyteuma orbiculare","Senn","","2019-07-16"
"2912","Mounier",20,120,"MOU_2160","b",113525,"Pilosella officinarum","Senn","","2019-07-16"
"2913","Mounier",20,120,"MOU_2160","b",138908,"Plantago maritima subsp. serpentina","Senn","","2019-07-16"
"2914","Mounier",20,120,"MOU_2160","b",114105,"Poa alpina","Senn","","2019-07-16"
"2915","Mounier",20,120,"MOU_2160","b",121139,"Saxifraga paniculata","Senn","","2019-07-16"
"2916","Mounier",20,120,"MOU_2160","b",122419,"Sempervivum arachnoideum","Senn","","2019-07-16"
"2917","Mounier",20,120,"MOU_2160","b",123071,"Sesleria caerulea","Senn","","2019-07-16"
"2918","Mounier",20,120,"MOU_2160","b",124306,"Sorbus aria","Senn","","2019-07-16"
"2919","Mounier",20,120,"MOU_2160","b",126563,"Thymus polytrichus","Senn","","2019-07-16"
"2920","Mounier",20,120,"MOU_2160","b",127595,"Trinia glauca","Senn","","2019-07-16"
"2921","Mounier",20,120,"MOU_2160","b",129586,"Viola hirta","Senn","","2019-07-16"
"2922","Mounier",20,120,"MOU_2160","c",80564,"Agrostis alpina","Senn","","2019-07-16"
"2923","Mounier",20,120,"MOU_2160","c",82999,"Anthyllis vulneraria","Senn","","2019-07-16"
"2924","Mounier",20,120,"MOU_2160","c",83653,"Arenaria serpyllifolia","Senn","","2019-07-16"
"2925","Mounier",20,120,"MOU_2160","c",85439,"Avenula pubescens","Senn","","2019-07-16"
"2926","Mounier",20,120,"MOU_2160","c",132522,"Campanula scheuchzeri subsp. scheuchzeri","Senn","","2019-07-16"
"2927","Mounier",20,120,"MOU_2160","c",132592,"Carduus defloratus subsp. carlinifolius","Senn","","2019-07-16"
"2928","Mounier",20,120,"MOU_2160","c",88415,"Carex caryophyllea","Senn","","2019-07-16"
"2929","Mounier",20,120,"MOU_2160","c",132810,"Carex sempervirens subsp. sempervirens","Senn","","2019-07-16"
"2930","Mounier",20,120,"MOU_2160","c",132843,"Carlina acaulis subsp. caulescens","Senn","","2019-07-16"
"2931","Mounier",20,120,"MOU_2160","c",96432,"Epipactis atrorubens","Senn","","2019-07-16"
"2932","Mounier",20,120,"MOU_2160","c",97490,"Euphorbia cyparissias","Senn","","2019-07-16"
"2933","Mounier",20,120,"MOU_2160","c",98319,"Festuca laevigata","Senn","","2019-07-16"
"2934","Mounier",20,120,"MOU_2160","c",99487,"Galium obliquum","Senn","","2019-07-16"
"2935","Mounier",20,120,"MOU_2160","c",99982,"Gentianella campestris","Senn","","2019-07-16"
"2936","Mounier",20,120,"MOU_2160","c",100340,"Globularia cordifolia","Senn","","2019-07-16"
"2937","Mounier",20,120,"MOU_2160","c",100936,"Helianthemum italicum","Senn","","2019-07-16"
"2938","Mounier",20,120,"MOU_2160","c",101121,"Helictotrichon sedenense","Senn","","2019-07-16"
"2939","Mounier",20,120,"MOU_2160","c",717254,"Hieracium pseudocirritum","Senn","","2019-07-16"
"2940","Mounier",20,120,"MOU_2160","c",102842,"Hippocrepis comosa","Senn","","2019-07-16"
"2941","Mounier",20,120,"MOU_2160","c",136974,"Juniperus communis subsp. nana","Senn","","2019-07-16"
"2942","Mounier",20,120,"MOU_2160","c",137044,"Koeleria vallesiana subsp. vallesiana","Senn","","2019-07-16"
"2943","Mounier",20,120,"MOU_2160","c",137438,"Lotus corniculatus subsp. alpinus","Senn","","2019-07-16"
"2944","Mounier",20,120,"MOU_2160","c",108621,"Minuartia verna","Senn","","2019-07-16"
"2945","Mounier",20,120,"MOU_2160","c",113525,"Pilosella officinarum","Senn","","2019-07-16"
"2946","Mounier",20,120,"MOU_2160","c",138908,"Plantago maritima subsp. serpentina","Senn","","2019-07-16"
"2947","Mounier",20,120,"MOU_2160","c",114105,"Poa alpina","Senn","","2019-07-16"
"2948","Mounier",20,120,"MOU_2160","c",121139,"Saxifraga paniculata","Senn","","2019-07-16"
"2949","Mounier",20,120,"MOU_2160","c",122419,"Sempervivum arachnoideum","Senn","","2019-07-16"
"2950","Mounier",20,120,"MOU_2160","c",122593,"Senecio doronicum","Senn","","2019-07-16"
"2951","Mounier",20,120,"MOU_2160","c",123071,"Sesleria caerulea","Senn","","2019-07-16"
"2952","Mounier",20,120,"MOU_2160","c",126563,"Thymus polytrichus","Senn","","2019-07-16"
"2953","Mounier",20,120,"MOU_2160","c",127395,"Trifolium montanum","Senn","","2019-07-16"
"2954","Mounier",20,120,"MOU_2160","c",129586,"Viola hirta","Senn","","2019-07-16"
"2955","Mounier",20,120,"MOU_2160","a",80564,"Agrostis alpina","Noble","Pires","2021-07-01"
"2956","Mounier",20,120,"MOU_2160","a",82796,"Antennaria dioica","Noble","Pires","2021-07-01"
"2957","Mounier",20,120,"MOU_2160","a",612396,"Anthyllis vulneraria subsp. guyotii","Noble","Pires","2021-07-01"
"2958","Mounier",20,120,"MOU_2160","a",83303,"Arabis ciliata","Noble","Pires","2021-07-01"
"2959","Mounier",20,120,"MOU_2160","a",83620,"Arenaria multicaulis","Noble","Pires","2021-07-01"
"2960","Mounier",20,120,"MOU_2160","a",131928,"Astragalus sempervirens subsp. sempervirens","Noble","Pires","2021-07-01"
"2961","Mounier",20,120,"MOU_2160","a",132153,"Biscutella laevigata subsp. laevigata","Noble","Pires","2021-07-01"
"2962","Mounier",20,120,"MOU_2160","a",86490,"Briza media","Noble","Pires","2021-07-01"
"2963","Mounier",20,120,"MOU_2160","a",132515,"Campanula rotundifolia subsp. rotundifolia","Noble","Pires","2021-07-01"
"2964","Mounier",20,120,"MOU_2160","a",132592,"Carduus defloratus subsp. carlinifolius","Noble","Pires","2021-07-01"
"2965","Mounier",20,120,"MOU_2160","a",88415,"Carex caryophyllea","Noble","Pires","2021-07-01"
"2966","Mounier",20,120,"MOU_2160","a",132810,"Carex sempervirens subsp. sempervirens","Noble","Pires","2021-07-01"
"2967","Mounier",20,120,"MOU_2160","a",133087,"Cerastium arvense subsp. strictum","Noble","Pires","2021-07-01"
"2968","Mounier",20,120,"MOU_2160","a",191023,"Colchicum","Noble","Pires","2021-07-01"
"2969","Mounier",20,120,"MOU_2160","a",95289,"Draba aizoides","Noble","Pires","2021-07-01"
"2970","Mounier",20,120,"MOU_2160","a",97230,"Erysimum montosicola","Noble","Pires","2021-07-01"
"2971","Mounier",20,120,"MOU_2160","a",97490,"Euphorbia cyparissias","Noble","Pires","2021-07-01"
"2972","Mounier",20,120,"MOU_2160","a",97804,"Euphrasia salisburgensis","Noble","Pires","2021-07-01"
"2973","Mounier",20,120,"MOU_2160","a",98319,"Festuca laevigata","Noble","Pires","2021-07-01"
"2974","Mounier",20,120,"MOU_2160","a",98477,"Festuca pumila","Noble","Pires","2021-07-01"
"2975","Mounier",20,120,"MOU_2160","a",98607,"Festuca violacea","Noble","Pires","2021-07-01"
"2976","Mounier",20,120,"MOU_2160","a",99487,"Galium obliquum","Noble","Pires","2021-07-01"
"2977","Mounier",20,120,"MOU_2160","a",100340,"Globularia cordifolia","Noble","Pires","2021-07-01"
